,ts,lat,lon,fatalities
1,2019-09-28,1.7131,44.7639,2
2,2019-09-28,1.9833,44.8333,0
3,2019-09-28,-0.3603,42.5463,9
4,2019-09-28,2.4492,45.3542,1
5,2019-09-28,1.9833,44.8333,10
6,2019-09-27,4.1854,44.0535,2
7,2019-09-27,2.5083,45.4852,2
8,2019-09-27,2.0195,45.31,0
9,2019-09-27,5.8772,46.6321,2
10,2019-09-27,2.0333,45.35,0
11,2019-09-26,5.0075,45.1689,5
12,2019-09-26,1.8739,45.0276,4
13,2019-09-26,1.8342,44.9667,3
16,2019-09-26,3.1172,43.6469,0
17,2019-09-26,2.4492,45.3542,0
21,2019-09-26,7.5156,49.3377,2
22,2019-09-26,2.0581,45.3003,0
23,2019-09-26,2.35,45.3833,10
25,2019-09-25,5.0045,45.4728,4
26,2019-09-25,1.8872,44.7789,2
27,2019-09-25,2.8049,44.0821,0
28,2019-09-25,4.4,43.9167,0
29,2019-09-25,1.8342,44.9667,0
30,2019-09-25,2.0333,45.35,1
31,2019-09-25,2.0414,45.3337,0
32,2019-09-25,5.3505,48.5268,1
33,2019-09-25,2.7809,45.4968,2
34,2019-09-25,2.0333,45.35,3
35,2019-09-25,-0.3603,42.5463,3
36,2019-09-25,2.7301,41.1922,0
38,2019-09-25,1.8739,45.0276,30
40,2019-09-24,6.77,47.63,2
41,2019-09-24,2.7809,45.4968,0
42,2019-09-24,2.0678,45.35,1
43,2019-09-24,6.77,47.63,0
44,2019-09-24,4.0304,42.294,0
46,2019-09-24,-1.2408,41.5395,13
47,2019-09-23,3.1706,43.4099,4
48,2019-09-23,4.1854,44.0535,0
49,2019-09-23,2.048,45.32,2
50,2019-09-23,4.736000000000001,45.2043,1
51,2019-09-23,2.15,45.11600000000001,0
53,2019-09-22,1.7131,44.7639,0
54,2019-09-22,4.0182,44.5127,0
55,2019-09-22,0.4063,41.0124,0
56,2019-09-22,2.8712,43.0043,1
58,2019-09-22,2.0054,44.9872,20
59,2019-09-21,2.0549,45.33,10
60,2019-09-21,3.3834,45.5969,2
61,2019-09-21,2.9647,45.5124,0
62,2019-09-21,1.7131,44.7639,1
63,2019-09-21,3.9435,43.9418,0
64,2019-09-21,4.3535,43.1616,0
65,2019-09-21,2.5131,45.4929,2
66,2019-09-21,4.0601,45.2577,0
67,2019-09-20,2.0414,45.3337,0
68,2019-09-20,6.8476,47.5447,1
70,2019-09-20,0.5172,42.071000000000005,0
71,2019-09-20,2.0095,45.25,1
72,2019-09-19,6.9005,47.84,0
73,2019-09-19,1.9221,44.7871,0
74,2019-09-19,4.1854,44.0535,0
75,2019-09-19,2.8738,43.8875,3
76,2019-09-19,0.4099,41.0089,1
77,2019-09-18,2.15,45.11600000000001,2
78,2019-09-18,3.1172,43.6469,0
79,2019-09-18,9.9293,47.2173,0
80,2019-09-18,11.2842,49.1816,0
81,2019-09-18,3.1172,43.6469,0
84,2019-09-18,2.0414,45.3337,3
85,2019-09-18,2.0414,45.3337,0
86,2019-09-17,-0.3603,42.5463,2
88,2019-09-17,2.6195,44.8936,1
89,2019-09-17,10.3254,42.8374,0
90,2019-09-17,4.1209,44.0365,0
91,2019-09-17,0.0692,42.7382,13
92,2019-09-17,3.3834,45.5969,5
94,2019-09-17,-0.3603,42.5463,0
95,2019-09-17,0.0692,42.7382,0
96,2019-09-16,1.7878,44.53,0
97,2019-09-16,2.0333,45.35,1
98,2019-09-16,2.0095,45.25,0
104,2019-09-15,1.7878,44.53,9
112,2019-09-15,10.07,50.18,0
113,2019-09-15,1.7878,44.53,1
114,2019-09-15,2.0678,45.35,1
115,2019-09-15,2.39,45.3833,0
116,2019-09-15,2.39,45.3833,1
117,2019-09-15,2.39,45.3833,1
118,2019-09-15,1.7878,44.53,0
120,2019-09-15,1.7878,44.53,4
121,2019-09-14,1.7131,44.7639,0
122,2019-09-14,2.39,45.3833,6
123,2019-09-14,1.7878,44.53,0
124,2019-09-14,2.0476,44.8975,0
125,2019-09-14,1.7131,44.7639,2
126,2019-09-14,2.39,45.3833,5
127,2019-09-14,1.9833,44.8333,0
128,2019-09-14,2.15,45.11600000000001,0
130,2019-09-14,1.7878,44.53,0
131,2019-09-14,2.39,45.3833,10
132,2019-09-14,2.0414,45.3337,0
133,2019-09-14,1.7878,44.53,0
134,2019-09-14,2.4492,45.3542,10
135,2019-09-14,2.0581,45.3003,0
136,2019-09-13,2.0333,45.35,10
137,2019-09-13,1.7131,44.7639,10
138,2019-09-13,2.9647,45.5124,1
139,2019-09-13,1.6298,44.5196,0
140,2019-09-13,2.0678,45.35,0
141,2019-09-13,-0.3603,42.5463,0
142,2019-09-13,3.7807,41.8943,3
144,2019-09-13,8.4064,48.4819,1
146,2019-09-12,2.4074,42.9766,2
149,2019-09-12,5.5376,46.3867,0
151,2019-09-12,4.736000000000001,45.2043,0
152,2019-09-12,2.39,45.3833,0
153,2019-09-12,2.4074,42.9766,4
156,2019-09-11,10.6825,43.9432,0
157,2019-09-11,2.0581,45.3003,0
158,2019-09-11,2.0549,45.33,1
159,2019-09-11,2.0581,45.3003,0
162,2019-09-10,9.5598,44.0668,2
163,2019-09-10,1.7131,44.7639,0
164,2019-09-10,2.4492,45.3542,0
165,2019-09-10,5.3083,45.8774,2
170,2019-09-09,2.39,45.3833,0
171,2019-09-09,3.3280000000000003,42.2199,2
173,2019-09-09,2.4492,45.3542,0
174,2019-09-09,8.4774,47.3597,0
175,2019-09-09,3.5484,46.5459,2
176,2019-09-09,2.4492,45.3542,0
177,2019-09-09,2.9362,45.792,0
178,2019-09-09,3.5484,46.5459,2
179,2019-09-09,2.0095,45.25,2
180,2019-09-09,5.3083,45.8774,1
181,2019-09-09,1.1132,44.0297,0
183,2019-09-09,5.3083,45.8774,1
184,2019-09-09,2.0276,45.33,0
187,2019-09-08,0.4833,42.7666,1
188,2019-09-08,2.0581,45.3003,0
189,2019-09-08,2.0678,45.35,0
190,2019-09-08,2.8,45.55,0
191,2019-09-08,11.2842,49.1816,0
192,2019-09-08,3.2072,45.7593,0
193,2019-09-08,2.7809,45.4968,0
194,2019-09-08,2.8,45.55,4
195,2019-09-07,2.4492,45.3542,10
196,2019-09-07,2.0652,45.39,1
198,2019-09-07,2.0333,45.35,1
199,2019-09-07,1.7878,44.53,10
200,2019-09-07,2.5159,45.3622,10
202,2019-09-04,2.0844,45.39,0
203,2019-09-04,0.2671,42.1722,0
204,2019-09-04,1.2448,42.5732,0
205,2019-09-04,1.2495,43.8045,4
206,2019-09-04,2.15,45.11600000000001,0
209,2019-09-03,0.4833,42.766000000000005,0
211,2019-09-03,11.2842,49.1816,0
212,2019-09-03,2.0462,45.3341,0
213,2019-09-03,2.0476,45.35,2
214,2019-09-03,1.6298,44.5196,0
215,2019-09-03,2.3963,45.0159,0
216,2019-09-03,2.6195,44.8936,4
217,2019-09-03,3.8519,45.5651,0
218,2019-09-02,2.0095,45.25,0
219,2019-09-02,3.3834,45.5969,5
220,2019-09-02,2.0678,45.35,1
221,2019-09-02,1.7131,44.7639,0
222,2019-09-02,2.39,45.3833,0
223,2019-09-02,1.9536,41.0746,0
225,2019-09-01,6.7697,47.4308,0
227,2019-09-01,2.0095,45.25,0
228,2019-09-01,3.5484,46.5459,2
229,2019-09-01,2.39,45.3833,2
230,2019-09-01,2.7809,45.4968,0
232,2019-08-31,2.0462,45.3341,1
233,2019-08-31,2.0652,45.39,1
234,2019-08-31,3.5484,46.5459,3
235,2019-08-31,2.4492,45.3542,0
236,2019-08-31,1.8872,44.7789,0
237,2019-08-31,2.39,45.3833,0
238,2019-08-31,1.8872,44.7789,0
239,2019-08-31,2.1436,45.1165,0
240,2019-08-31,2.4492,45.3542,0
241,2019-08-30,6.7697,47.4308,1
242,2019-08-30,0.0692,42.7382,5
243,2019-08-30,1.7493,44.7437,0
244,2019-08-30,3.1166,43.65,0
245,2019-08-30,3.5484,46.5459,4
246,2019-08-29,4.736000000000001,45.2043,0
247,2019-08-29,6.7697,47.4308,0
248,2019-08-29,-0.3603,42.5463,0
249,2019-08-29,-0.4876,42.1839,0
250,2019-08-29,1.9233,45.1023,0
251,2019-08-29,1.7878,44.53,0
252,2019-08-29,3.0205,46.0758,2
253,2019-08-29,3.3834,45.5969,1
254,2019-08-29,2.0414,45.3337,0
255,2019-08-29,2.39,45.3833,1
257,2019-08-28,2.0095,45.25,0
258,2019-08-28,1.6298,44.5196,0
259,2019-08-28,2.7809,45.4968,10
260,2019-08-28,2.5083,45.4852,1
261,2019-08-28,2.39,45.3833,1
262,2019-08-28,-0.3603,42.5463,0
263,2019-08-27,1.6584,44.58,0
264,2019-08-27,2.15,45.11600000000001,0
265,2019-08-27,2.1311,45.0377,0
266,2019-08-27,2.3963,45.0159,10
267,2019-08-27,3.3834,45.5969,0
268,2019-08-27,2.39,45.3833,2
269,2019-08-27,3.5484,46.5459,4
270,2019-08-27,3.5589,46.7406,1
271,2019-08-27,2.0549,45.33,0
272,2019-08-27,2.0333,45.35,1
273,2019-08-27,1.7493,44.7437,0
274,2019-08-27,1.6298,44.5196,0
278,2019-08-26,2.0678,45.35,0
279,2019-08-26,2.39,45.3833,0
280,2019-08-26,1.6298,44.5196,0
281,2019-08-26,2.048,45.32,0
282,2019-08-26,0.4833,42.766000000000005,0
283,2019-08-26,1.2448,42.5732,0
284,2019-08-26,1.6394,42.4522,0
285,2019-08-26,1.81,42.2899,0
286,2019-08-25,2.0414,45.3337,0
289,2019-08-25,3.3834,45.5969,0
290,2019-08-25,2.0414,45.3337,1
291,2019-08-25,2.0333,45.35,10
292,2019-08-25,4.736000000000001,45.2043,0
293,2019-08-25,2.0095,45.25,2
294,2019-08-25,2.0195,45.31,1
295,2019-08-25,2.0333,45.35,0
296,2019-08-25,-0.3603,42.5463,0
297,2019-08-25,2.39,45.3833,10
298,2019-08-25,2.39,45.3833,0
299,2019-08-25,2.0462,45.3341,0
300,2019-08-25,1.9233,45.1023,0
301,2019-08-24,-0.07400000000000001,42.5719,3
302,2019-08-24,1.2495,43.8045,2
303,2019-08-24,2.0581,45.3003,0
304,2019-08-24,3.0205,46.0758,0
306,2019-08-23,2.6195,44.8936,0
307,2019-08-23,2.0414,45.3337,0
308,2019-08-23,2.0333,45.35,0
309,2019-08-23,0.4063,41.0124,0
310,2019-08-23,6.7697,47.4308,1
311,2019-08-23,2.0678,45.35,1
312,2019-08-23,2.3963,45.0159,0
315,2019-08-22,0.7,43.1,0
316,2019-08-22,9.5598,44.0668,2
318,2019-08-22,0.4833,42.766000000000005,10
319,2019-08-21,8.4774,47.3597,0
320,2019-08-21,2.0844,45.39,0
321,2019-08-21,2.0333,45.35,1
322,2019-08-21,-0.3603,42.5463,0
323,2019-08-21,2.7603,46.3222,1
324,2019-08-20,0.7946,43.3787,10
325,2019-08-20,4.5693,43.4869,10
326,2019-08-20,2.8252,45.3685,4
327,2019-08-20,10.7134,48.3325,10
329,2019-08-20,11.2842,49.1816,10
330,2019-08-20,6.7697,47.4308,1
331,2019-08-20,2.4809,42.8687,10
332,2019-08-20,2.3409,42.0171,0
333,2019-08-20,2.0652,45.39,1
334,2019-08-20,1.7878,44.53,10
335,2019-08-20,1.9833,44.8333,1
336,2019-08-20,1.9233,45.1023,0
337,2019-08-19,2.7809,45.4968,10
338,2019-08-19,8.4774,47.3597,1
339,2019-08-19,2.3385,42.2843,0
340,2019-08-19,2.0581,45.3003,1
342,2019-08-19,2.5083,45.4852,10
344,2019-08-18,2.8049,44.0821,1
346,2019-08-18,1.8,44.7,4
347,2019-08-18,1.7131,44.7639,0
348,2019-08-18,2.0476,44.8975,10
349,2019-08-18,1.9833,44.8333,0
351,2019-08-17,3.0399,43.7969,0
352,2019-08-17,3.1172,43.6469,0
353,2019-08-17,4.1213,43.8895,1
354,2019-08-17,2.0581,45.3003,0
355,2019-08-17,5.5376,46.3867,0
356,2019-08-17,2.0581,45.3003,0
357,2019-08-17,2.7809,45.4968,1
358,2019-08-17,2.7713,45.4436,1
359,2019-08-17,2.7809,45.4968,1
362,2019-08-16,6.7697,47.4308,0
363,2019-08-16,-0.3603,42.5463,0
364,2019-08-16,2.048,45.32,4
365,2019-08-16,9.5598,44.0668,0
366,2019-08-16,2.15,45.11600000000001,0
367,2019-08-16,2.15,45.11600000000001,1
368,2019-08-16,1.7087,44.6961,0
369,2019-08-15,1.9833,44.8333,1
370,2019-08-15,4.75,45.2,0
371,2019-08-15,2.15,45.11600000000001,0
372,2019-08-15,2.5083,45.4852,0
373,2019-08-15,2.0414,45.3337,2
374,2019-08-15,2.048,45.32,0
376,2019-08-14,3.1005,43.7234,0
377,2019-08-14,2.048,45.32,0
378,2019-08-14,1.1887,42.6381,0
379,2019-08-14,1.81,42.2899,1
380,2019-08-14,4.0182,44.5127,0
381,2019-08-14,1.9833,44.8333,50
382,2019-08-14,1.9833,44.8333,0
385,2019-08-13,2.0549,45.33,0
386,2019-08-13,2.0283,44.8595,5
387,2019-08-13,2.9362,45.792,0
389,2019-08-13,10.7134,48.3325,1
390,2019-08-12,1.9833,44.8333,16
391,2019-08-12,11.2842,49.1816,0
392,2019-08-12,9.9293,47.2173,4
393,2019-08-12,-0.3603,42.5463,0
394,2019-08-12,2.0476,44.8975,0
395,2019-08-12,3.5484,46.5459,2
396,2019-08-12,4.0333,43.8666,1
397,2019-08-12,4.1213,43.8895,0
399,2019-08-12,2.0333,45.35,0
400,2019-08-11,9.5598,44.0668,0
401,2019-08-11,1.9833,44.8333,3
402,2019-08-11,1.7131,44.7639,0
403,2019-08-11,4.0333,43.8666,0
404,2019-08-11,2.0678,45.35,1
405,2019-08-10,3.3182,43.4731,0
406,2019-08-10,1.1132,44.0297,0
407,2019-08-10,1.7087,44.6961,0
408,2019-08-10,2.0337,45.34,1
409,2019-08-09,3.1292,43.6977,1
410,2019-08-09,3.1292,43.6977,4
411,2019-08-09,2.0844,45.39,0
412,2019-08-09,2.0864,45.0711,0
413,2019-08-09,2.9192,46.2173,0
415,2019-08-08,1.7878,44.53,10
416,2019-08-08,2.3385,42.2843,1
417,2019-08-08,2.0721,45.2231,0
418,2019-08-08,4.0333,43.8666,0
420,2019-08-07,4.736000000000001,45.2043,0
421,2019-08-07,2.048,45.32,1
422,2019-08-07,2.0476,44.8975,0
423,2019-08-07,2.0054,44.9872,0
424,2019-08-07,1.9833,44.8333,10
425,2019-08-06,1.9833,44.8333,0
426,2019-08-06,8.4774,47.3597,0
427,2019-08-06,2.0652,45.39,0
428,2019-08-06,2.0581,45.3003,0
429,2019-08-06,2.39,45.3833,4
430,2019-08-06,4.2117,45.5625,2
432,2019-08-05,9.5069,49.0861,1
433,2019-08-05,-0.3603,42.5463,1
434,2019-08-05,2.0581,45.3003,0
435,2019-08-05,2.39,45.3833,3
436,2019-08-05,1.9233,45.1023,0
437,2019-08-05,2.4330000000000003,45.467,0
438,2019-08-05,3.1939,46.4446,0
439,2019-08-05,2.0678,45.35,1
440,2019-08-04,11.2842,49.1816,0
441,2019-08-04,2.7809,45.4968,0
442,2019-08-04,8.4774,47.3597,0
443,2019-08-04,2.0678,45.35,1
444,2019-08-04,-0.3603,42.5463,0
445,2019-08-04,2.15,45.11600000000001,0
446,2019-08-03,2.4492,45.3542,0
448,2019-08-03,9.745,45.63399999999999,0
449,2019-08-03,2.0678,45.35,0
450,2019-08-03,3.1939,46.4446,10
451,2019-08-03,2.5159,45.3622,10
452,2019-08-03,4.0333,43.8666,0
454,2019-08-02,2.0195,45.31,0
455,2019-08-02,2.0476,44.8975,0
456,2019-08-02,3.5484,46.5459,0
457,2019-08-01,4.5109,44.8165,1
458,2019-08-01,2.0462,45.3341,1
459,2019-08-01,2.0337,45.34,1
460,2019-07-31,2.0844,45.39,0
461,2019-07-31,2.0581,45.3003,1
462,2019-07-31,4.0333,43.8666,0
463,2019-07-31,2.15,45.11600000000001,0
464,2019-07-31,1.7087,44.6961,0
465,2019-07-31,3.8833,43.9667,0
466,2019-07-31,3.8885,42.4391,0
467,2019-07-31,2.7301,41.1922,0
470,2019-07-30,11.2842,49.1816,0
471,2019-07-30,2.0652,45.39,0
472,2019-07-30,2.6195,44.8936,10
473,2019-07-29,-0.1734,41.2695,0
474,2019-07-29,4.736000000000001,45.2043,0
475,2019-07-29,2.8049,44.0821,0
476,2019-07-29,2.0462,45.3341,0
477,2019-07-29,2.15,45.11600000000001,1
478,2019-07-29,3.5484,46.5459,1
479,2019-07-29,0.0692,42.7382,0
480,2019-07-29,2.8831,45.6569,0
481,2019-07-28,3.3834,45.5969,3
482,2019-07-28,2.35,45.3833,10
483,2019-07-28,10.7755,47.5129,0
484,2019-07-28,2.0844,45.39,0
485,2019-07-28,1.7878,44.53,0
486,2019-07-28,2.6195,44.8936,0
487,2019-07-28,2.7301,41.1922,0
489,2019-07-27,2.35,45.3833,0
490,2019-07-27,10.1499,46.1049,2
491,2019-07-27,1.6394,42.4522,1
492,2019-07-27,9.8666,44.9166,1
493,2019-07-27,9.9293,47.2173,10
494,2019-07-27,2.0678,45.35,0
495,2019-07-27,2.048,45.32,0
496,2019-07-27,2.4492,45.3542,0
497,2019-07-26,1.7131,44.7639,10
498,2019-07-26,2.7352,41.0177,0
499,2019-07-26,4.15,43.7709,0
500,2019-07-26,2.3396,42.275,10
501,2019-07-26,1.7748,44.6022,10
502,2019-07-25,-0.3603,42.5463,10
503,2019-07-25,0.5172,42.071000000000005,0
504,2019-07-25,1.7131,44.7639,0
505,2019-07-25,1.7878,44.53,0
506,2019-07-25,2.0844,45.39,0
507,2019-07-25,2.0414,45.3337,0
508,2019-07-25,2.4492,45.3542,0
509,2019-07-25,2.9822,46.2872,0
510,2019-07-25,2.7603,46.3222,0
511,2019-07-24,1.6804,44.7227,0
512,2019-07-24,2.0054,44.9872,0
513,2019-07-24,2.0549,45.33,0
514,2019-07-24,2.0476,44.8975,0
515,2019-07-24,2.0414,45.3337,7
516,2019-07-24,3.1292,43.6977,0
517,2019-07-24,2.8049,44.0821,0
518,2019-07-24,1.7131,44.7639,0
519,2019-07-24,2.35,45.3833,0
520,2019-07-24,2.4492,45.3542,0
521,2019-07-23,3.8,42.5446,0
522,2019-07-23,2.15,45.11600000000001,8
523,2019-07-23,3.8519,45.5651,1
524,2019-07-23,2.0581,45.3003,0
525,2019-07-23,-0.3603,42.5463,0
526,2019-07-23,2.15,45.11600000000001,1
527,2019-07-23,1.7317,44.6253,0
528,2019-07-23,2.2928,45.0764,3
529,2019-07-23,3.5484,46.5459,0
530,2019-07-22,2.0414,45.3337,17
532,2019-07-22,6.7697,47.4308,0
533,2019-07-22,3.8519,45.5651,2
534,2019-07-22,1.1132,44.0297,0
535,2019-07-22,2.0414,45.3337,0
536,2019-07-21,-1.6375,41.5877,8
537,2019-07-21,8.4064,48.4819,1
538,2019-07-21,7.2135,48.851000000000006,3
539,2019-07-21,-0.4876,42.1839,0
540,2019-07-21,2.15,45.11600000000001,0
541,2019-07-21,2.6363,45.3732,3
542,2019-07-21,2.7809,45.4968,0
543,2019-07-20,4.736000000000001,45.2043,1
544,2019-07-20,2.0414,45.3337,0
545,2019-07-20,2.0414,45.3337,1
546,2019-07-20,2.116,45.05,1
547,2019-07-20,11.2842,49.1816,0
548,2019-07-20,4.3535,43.1616,10
549,2019-07-20,3.3280000000000003,42.2199,0
550,2019-07-20,2.0462,45.3341,0
551,2019-07-20,2.0581,45.3003,0
552,2019-07-20,2.0581,45.3003,1
553,2019-07-20,2.39,45.3833,0
554,2019-07-20,2.9192,46.2173,0
558,2019-07-19,3.0906,43.8845,1
559,2019-07-19,0.7946,43.3787,0
560,2019-07-19,3.1706,43.4099,3
561,2019-07-19,2.0333,45.35,1
562,2019-07-19,7.2135,48.851000000000006,10
563,2019-07-19,2.0095,45.25,1
564,2019-07-19,2.0333,45.35,0
565,2019-07-19,2.15,45.11600000000001,0
569,2019-07-18,9.9387,43.1839,0
570,2019-07-18,2.0333,45.35,1
571,2019-07-18,2.15,45.11600000000001,0
572,2019-07-18,2.7809,45.4968,10
573,2019-07-18,2.0414,45.3337,0
574,2019-07-18,2.048,45.32,1
576,2019-07-17,2.39,45.3833,10
577,2019-07-17,2.0476,44.8975,10
578,2019-07-17,2.39,45.3833,10
579,2019-07-17,3.5484,46.5459,0
580,2019-07-17,2.0333,45.35,0
581,2019-07-17,2.0456,45.34,1
582,2019-07-16,2.048,45.32,2
583,2019-07-16,2.0195,45.31,0
586,2019-07-15,2.0678,45.35,0
587,2019-07-15,2.0652,45.39,1
588,2019-07-15,2.0581,45.3003,2
589,2019-07-15,1.7131,44.7639,0
590,2019-07-15,4.2117,45.5625,10
591,2019-07-14,2.8049,44.0821,1
592,2019-07-14,2.0462,45.3341,1
593,2019-07-14,1.9233,45.1023,0
594,2019-07-14,2.0652,45.39,1
595,2019-07-14,-0.2021,42.607,0
596,2019-07-14,2.0476,44.8975,0
597,2019-07-14,2.6195,44.8936,0
598,2019-07-14,2.3963,45.0159,0
599,2019-07-14,2.7809,45.4968,2
600,2019-07-14,10.9532,49.1327,0
601,2019-07-13,3.0597,43.6041,0
602,2019-07-13,2.0333,45.35,0
603,2019-07-13,5.5376,46.3867,1
604,2019-07-13,10.9532,49.1327,0
605,2019-07-13,4.9263,45.2172,0
606,2019-07-13,-0.3603,42.5463,1
607,2019-07-13,2.7809,45.4968,10
608,2019-07-13,4.0182,44.5127,0
609,2019-07-12,-0.3603,42.5463,29
610,2019-07-12,2.9362,45.792,10
612,2019-07-12,2.0333,45.35,1
613,2019-07-11,0.4833,42.7666,10
614,2019-07-11,2.2991,45.2636,0
615,2019-07-11,-1.0739,41.288000000000004,3
616,2019-07-11,2.0195,45.31,0
618,2019-07-10,10.6218,47.3681,0
619,2019-07-10,9.745,45.63399999999999,0
620,2019-07-10,10.6218,47.3681,10
621,2019-07-10,6.7167,47.0,3
622,2019-07-10,0.5172,42.071000000000005,0
623,2019-07-10,-0.3603,42.5463,0
624,2019-07-10,1.7131,44.7639,10
625,2019-07-10,2.0476,44.8975,0
626,2019-07-10,2.0844,45.39,3
627,2019-07-10,2.0333,45.35,0
628,2019-07-09,0.5172,42.071000000000005,0
629,2019-07-09,-1.03,41.483000000000004,0
630,2019-07-09,9.7007,43.6249,5
631,2019-07-09,9.9293,47.2173,0
632,2019-07-09,11.2842,49.1816,0
633,2019-07-09,2.048,45.32,0
634,2019-07-09,2.0095,45.25,0
635,2019-07-09,2.0462,45.3341,0
636,2019-07-09,-0.1302,42.5743,0
637,2019-07-09,2.6557,46.0091,0
638,2019-07-09,2.3385,42.2843,3
639,2019-07-09,-0.1734,41.2695,0
640,2019-07-09,2.0414,45.3337,3
641,2019-07-09,2.39,45.3833,3
643,2019-07-08,3.8096,43.2463,0
644,2019-07-08,2.0333,45.35,1
645,2019-07-08,2.0414,45.3337,3
646,2019-07-08,9.7167,47.5667,10
647,2019-07-08,6.7697,47.4308,1
648,2019-07-08,2.2102,41.1507,0
649,2019-07-08,2.0333,45.35,10
650,2019-07-08,0.5172,42.071000000000005,10
651,2019-07-08,1.7131,44.7639,0
652,2019-07-07,0.0692,42.7382,4
653,2019-07-07,4.736000000000001,45.2043,0
654,2019-07-07,2.8712,43.0043,10
655,2019-07-07,2.15,45.11600000000001,1
656,2019-07-07,9.9293,47.2173,10
657,2019-07-07,4.5833,43.7833,0
659,2019-07-06,5.3505,48.5268,3
660,2019-07-06,4.1213,43.8895,0
661,2019-07-06,2.0678,45.35,1
662,2019-07-06,2.15,45.11600000000001,0
663,2019-07-06,2.39,45.3833,1
664,2019-07-06,2.15,45.11600000000001,1
665,2019-07-06,10.6218,47.3681,1
666,2019-07-05,1.6104,44.3329,4
667,2019-07-05,11.2842,49.1816,0
668,2019-07-05,4.736000000000001,45.2043,0
669,2019-07-05,2.048,45.32,1
670,2019-07-05,2.0678,45.35,1
671,2019-07-05,2.3963,45.0159,0
672,2019-07-05,2.0581,45.3003,10
673,2019-07-05,2.0652,45.39,0
674,2019-07-05,1.7878,44.53,0
675,2019-07-05,2.0581,45.3003,1
676,2019-07-04,0.87,41.9758,5
679,2019-07-04,1.81,42.2899,5
680,2019-07-04,2.0476,44.8975,0
681,2019-07-04,2.4492,45.3542,0
682,2019-07-04,2.5829,44.7217,5
683,2019-07-03,11.2842,49.1816,1
684,2019-07-03,4.1213,43.8895,1
685,2019-07-03,2.0652,45.39,1
686,2019-07-03,1.7131,44.7639,0
687,2019-07-03,1.7131,44.7639,0
689,2019-07-02,2.4978,42.8275,1
690,2019-07-02,9.9293,47.2173,0
691,2019-07-02,5.1994,45.5252,1
692,2019-07-02,2.0462,45.3341,2
693,2019-07-02,2.3963,45.0159,10
694,2019-07-02,1.7407,44.5986,0
695,2019-07-02,1.9233,45.1023,2
696,2019-07-02,2.15,45.11600000000001,1
697,2019-07-02,2.6133,44.8888,3
698,2019-07-01,6.7697,47.4308,0
699,2019-07-01,3.1172,43.6469,0
700,2019-07-01,2.0844,45.39,0
701,2019-07-01,2.7809,45.4968,0
702,2019-07-01,4.0333,43.8666,2
703,2019-07-01,10.4396,45.0143,0
704,2019-06-30,3.3516,44.1223,0
705,2019-06-30,2.048,45.32,3
706,2019-06-30,4.1213,43.8895,5
707,2019-06-30,2.0195,45.31,0
708,2019-06-30,2.8738,43.8875,0
709,2019-06-30,1.7131,44.7639,0
710,2019-06-30,2.39,45.3833,1
711,2019-06-30,4.2333,47.7333,10
712,2019-06-30,2.0581,45.3003,1
713,2019-06-30,0.4833,42.7666,0
714,2019-06-29,11.1632,49.0395,0
715,2019-06-29,1.7131,44.7639,0
716,2019-06-29,2.0476,44.8975,0
717,2019-06-29,9.745,45.63399999999999,0
718,2019-06-29,11.2842,49.1816,1
719,2019-06-29,2.0276,45.33,1
720,2019-06-29,2.0095,45.25,1
721,2019-06-29,2.0844,45.39,0
724,2019-06-28,2.2524,44.6905,1
725,2019-06-28,9.4883,46.8674,0
726,2019-06-28,2.0678,45.35,0
727,2019-06-28,0.4063,41.0124,0
728,2019-06-28,2.0581,45.3003,1
729,2019-06-28,2.1636,45.1105,0
730,2019-06-28,2.6195,44.8936,10
731,2019-06-27,4.75,45.2,0
732,2019-06-27,2.0414,45.3337,0
733,2019-06-27,5.1994,45.5252,10
734,2019-06-27,8.4064,48.4819,1
735,2019-06-27,2.0456,45.34,2
736,2019-06-27,1.7878,44.53,1
737,2019-06-27,1.9233,45.1023,1
738,2019-06-27,2.0377,45.35,1
740,2019-06-26,1.6298,44.5196,10
741,2019-06-26,2.6195,44.8936,2
742,2019-06-26,4.736000000000001,45.2043,0
743,2019-06-26,3.1172,43.6469,1
744,2019-06-26,2.35,45.3833,0
745,2019-06-26,2.4492,45.3542,0
746,2019-06-26,9.877,47.4055,0
747,2019-06-26,0.4833,42.7666,1
748,2019-06-26,4.2117,45.5625,5
751,2019-06-25,2.8049,44.0821,1
752,2019-06-25,10.07,50.18,5
753,2019-06-25,0.7946,43.3787,1
754,2019-06-25,0.0356,42.7091,0
755,2019-06-25,2.048,45.32,0
756,2019-06-25,2.0844,45.39,0
757,2019-06-25,1.7878,44.53,0
758,2019-06-25,4.2117,45.5625,0
760,2019-06-24,0.05,42.7167,0
761,2019-06-24,-1.22,41.84,0
762,2019-06-24,5.1994,45.5252,2
763,2019-06-24,5.1028,46.4675,0
764,2019-06-24,3.9031,43.5875,2
765,2019-06-24,2.0581,45.3003,1
766,2019-06-24,2.0095,45.25,0
767,2019-06-24,2.15,45.11600000000001,0
769,2019-06-24,0.4833,42.7666,1
771,2019-06-23,5.1994,45.5252,10
772,2019-06-23,2.0581,45.3003,0
773,2019-06-23,1.1132,44.0297,0
774,2019-06-22,2.8049,44.0821,4
775,2019-06-22,2.0581,45.3003,3
776,2019-06-22,6.7697,47.4308,10
777,2019-06-22,3.0069999999999997,43.8494,10
