ts,Awdal - Baki,Awdal - Borama,Awdal - Lughaye,Awdal - Zeylac,Bakool - Ceel Barde,Bakool - Rab Dhuure,Bakool - Tayeeglow,Bakool - Waajid,Bakool - Xudur,Banadir - Banadir,Bari - Bandarbeyla,Bari - Bossaso,Bari - Caluula,Bari - Iskushuban,Bari - Qandala,Bari - Qardho,Bay - Baidoa,Bay - Buur Hakaba,Bay - Diinsoor,Bay - Qansax Dheere,Galgaduud - Cabudwaaq,Galgaduud - Cadaado,Galgaduud - Ceel Buur,Galgaduud - Ceel Dheer,Galgaduud - Dhuusamarreeb,Gedo - Baardheere,Gedo - Belet Xaawo,Gedo - Ceel Waaq,Gedo - Doolow,Gedo - Garbahaarey,Gedo - Luuq,Hiraan - Belet Weyne,Hiraan - Bulo Burto,Hiraan - Jalalaqsi,Lower Juba - Afmadow,Lower Juba - Badhaadhe,Lower Juba - Jamaame,Lower Juba - Kismayo,Lower Juba - Saakow,Lower Shabelle - Afgooye,Lower Shabelle - Baraawe,Lower Shabelle - Kurtunwaarey,Lower Shabelle - Marka,Lower Shabelle - Qoryooley,Lower Shabelle - Sablaale,Lower Shabelle - Wanla Weyn,Middle Juba - Bu'aale,Middle Juba - Jilib,Middle Juba - Saakow,Middle Shabelle - Adan Yabaal,Middle Shabelle - Balcad,Middle Shabelle - Cadale,Middle Shabelle - Jowhar,Mudug - Gaalkacyo,Mudug - Galdogob,Mudug - Hobyo,Mudug - Jariiban,Mudug - Xarardheere,Nugaal - Burtinle,Nugaal - Eyl,Nugaal - Garoowe,Nugaal - Qardho,Sanaag - Badhan,Sanaag - Ceel Afweyn,Sanaag - Ceerigaabo,Sanaag - Dhahar,Sanaag - Laasqoray,Sanaag - Lasqoray,Sool - Caynabo,Sool - Laas Caanood,Sool - Taleex,Sool - Xudun,Togdheer - Burco,Togdheer - Buuhoodle,Togdheer - Owdweyne,Togdheer - Sheikh,Woqooyi Galbeed - Berbera,Woqooyi Galbeed - Gebiley,Woqooyi Galbeed - Hargeysa
2017-05-28,0.0,15.0,0.0,0.0,4.0,1200.0,700.0,600.0,0.0,56.0,0.0,21.0,0.0,0.0,0.0,18.0,227.0,177.0,269.0,434.0,8.0,8.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,99.0,6.0,7.0,0.0,0.0,0.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,7.0,0.0
2017-06-04,0.0,0.0,0.0,0.0,0.0,400.0,108.0,208.0,206.0,40.0,19.0,23.0,0.0,0.0,0.0,13.0,667.0,124.0,290.0,200.0,0.0,16.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,21.0,26.0,31.0,0.0,0.0,0.0,19.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,21.0,7.0
2017-06-11,0.0,8.0,0.0,0.0,0.0,200.0,302.0,100.0,13.0,29.0,13.0,13.0,0.0,2.0,0.0,23.0,989.0,123.0,166.0,507.0,0.0,696.0,5.0,0.0,7.0,265.0,317.0,0.0,0.0,0.0,205.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,6.0,0.0,0.0,0.0,0.0,465.0,0.0,375.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,33.0,8.0
2017-06-18,5.0,12.0,0.0,0.0,0.0,1850.0,0.0,0.0,19.0,15.0,0.0,16.0,0.0,0.0,0.0,37.0,7039.0,284.0,36.0,236.0,0.0,302.0,7.0,0.0,112.0,50.0,0.0,0.0,0.0,200.0,23.0,17.0,5.0,163.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,141.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,7.0,14.0,0.0
2017-06-25,0.0,0.0,6.0,0.0,0.0,1564.0,100.0,782.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,50.0,3170.0,300.0,15.0,687.0,0.0,346.0,5.0,0.0,0.0,30.0,4110.0,0.0,0.0,4488.0,308.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4434.0,0.0,0.0,5780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,0.0,102.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,417.0,0.0,105.0,0.0,5.0,11.0,0.0
2017-07-02,0.0,0.0,0.0,0.0,0.0,1300.0,300.0,500.0,0.0,21.0,0.0,9.0,0.0,0.0,0.0,26.0,3086.0,0.0,497.0,400.0,0.0,300.0,7.0,0.0,370.0,138.0,0.0,0.0,0.0,0.0,0.0,706.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,7.0,1970.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,8.0,153.0,209.0,824.0,17.0,0.0,0.0,20.0,31.0,0.0
2017-07-09,0.0,6.0,0.0,0.0,0.0,915.0,300.0,440.0,1350.0,29.0,0.0,12.0,0.0,0.0,0.0,49.0,4430.0,0.0,1675.0,778.0,123.0,1262.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,20.0,812.0,789.0,851.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,131.0,117.0,1190.0,1135.0,65.0,468.0,0.0,0.0,31.0,49.0,0.0
2017-07-16,0.0,8.0,0.0,0.0,0.0,207.0,1000.0,200.0,0.0,43.0,7.0,27.0,0.0,0.0,0.0,29.0,5532.0,0.0,649.0,358.0,5.0,1186.0,500.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,40.0,290.0,110.0,395.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0,7.0,24.0,7.0,0.0,0.0,0.0,18.0,13.0,7.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,0.0,0.0,0.0,151.0,219.0,1626.0,784.0,123.0,493.0,0.0,0.0,406.0,20.0,0.0
2017-07-23,0.0,13.0,0.0,0.0,48.0,1312.0,1000.0,1565.0,0.0,44.0,4.0,6.0,0.0,0.0,0.0,107.0,3638.0,0.0,790.0,1128.0,0.0,237.0,0.0,0.0,0.0,40.0,5.0,0.0,0.0,0.0,22.0,4.0,0.0,215.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,7.0,0.0,0.0,0.0,0.0,482.0,0.0,10.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,286.0,339.0,915.0,769.0,450.0,8.0,15.0,0.0,87.0,50.0,12.0
2017-07-30,0.0,360.0,0.0,0.0,234.0,2104.0,2202.0,1500.0,600.0,58.0,15.0,6.0,0.0,0.0,0.0,26.0,2321.0,0.0,649.0,415.0,0.0,433.0,274.0,0.0,4.0,41.0,4.0,0.0,0.0,0.0,120.0,339.0,20.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,5.0,8.0,16.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,30.0,261.0,0.0,0.0,0.0,127.0,24.0,776.0,484.0,31.0,678.0,14.0,0.0,47.0,27.0,0.0
2017-08-06,0.0,0.0,0.0,0.0,305.0,0.0,850.0,1782.0,112.0,32.0,0.0,22.0,0.0,0.0,0.0,9.0,1576.0,286.0,477.0,527.0,9.0,716.0,0.0,0.0,5.0,69.0,13.0,0.0,0.0,0.0,0.0,14.0,125.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,105.0,0.0,64.0,0.0,0.0,30.0,0.0,0.0,290.0,91.0,0.0,0.0,0.0,38.0,13.0,575.0,115.0,830.0,45.0,13.0,0.0,71.0,14.0,10.0
2017-08-13,0.0,29.0,0.0,0.0,233.0,600.0,1200.0,902.0,792.0,48.0,0.0,55.0,0.0,0.0,0.0,8.0,1516.0,674.0,1456.0,565.0,7.0,14.0,0.0,0.0,9.0,4.0,5.0,0.0,0.0,114.0,27.0,7.0,5.0,9.0,6.0,0.0,4.0,7.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,9.0,24.0,0.0,35.0,7.0,113.0,9.0,0.0,27.0,0.0,0.0,163.0,127.0,0.0,0.0,0.0,98.0,5.0,146.0,130.0,502.0,17.0,24.0,0.0,14.0,20.0,25.0
2017-08-20,0.0,36.0,0.0,0.0,0.0,1450.0,426.0,403.0,320.0,68.0,9.0,42.0,0.0,7.0,0.0,22.0,1721.0,13.0,834.0,450.0,9.0,0.0,6.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,33.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,0.0,0.0,0.0,17.0,15.0,24.0,128.0,0.0,186.0,12.0,7.0,7.0,0.0,0.0,422.0,277.0,0.0,0.0,0.0,119.0,18.0,178.0,133.0,184.0,26.0,150.0,0.0,3.0,29.0,0.0
2017-08-27,8.0,15.0,8.0,0.0,119.0,0.0,0.0,216.0,221.0,49.0,0.0,9.0,0.0,3.0,4.0,30.0,2432.0,6.0,1682.0,461.0,0.0,17.0,6.0,0.0,0.0,47.0,5.0,0.0,0.0,0.0,0.0,25.0,25.0,6.0,0.0,0.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,35.0,4.0,0.0,0.0,12.0,30.0,26.0,20.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,497.0,428.0,0.0,189.0,0.0,102.0,0.0,0.0,5.0,75.0,9.0,31.0,120.0,48.0,37.0,12.0
2017-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,39.0,8.0,22.0,0.0,0.0,0.0,72.0,608.0,338.0,382.0,138.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,62.0,6.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,516.0,276.0,0.0,17.0,0.0,36.0,0.0,9.0,0.0,11.0,19.0,778.0,120.0,13.0,22.0,0.0
2017-09-10,7.0,7.0,0.0,0.0,0.0,0.0,19.0,203.0,518.0,71.0,0.0,40.0,0.0,0.0,0.0,32.0,1334.0,127.0,274.0,482.0,5.0,14.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,166.0,5.0,17.0,41.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,156.0,0.0,0.0,249.0,0.0,0.0,0.0,71.0,42.0,5.0,26.0,260.0,0.0,0.0,0.0,22.0,0.0,0.0,277.0,125.0,0.0,52.0,0.0,0.0,125.0,276.0,34.0,0.0,450.0,997.0,0.0,273.0,36.0,192.0
2017-09-17,7.0,7.0,0.0,0.0,0.0,700.0,1200.0,700.0,18.0,156.0,0.0,14.0,0.0,0.0,5.0,16.0,944.0,0.0,1317.0,639.0,11.0,136.0,0.0,12.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,219.0,13.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,60.0,56.0,0.0,8.0,68.0,100.0,92.0,6.0,34.0,333.0,0.0,15.0,0.0,15.0,0.0,0.0,163.0,184.0,0.0,454.0,0.0,0.0,21.0,28.0,52.0,0.0,660.0,77.0,7.0,367.0,34.0,0.0
2017-09-24,7.0,15.0,6.0,0.0,6.0,0.0,0.0,0.0,30.0,120.0,8.0,5.0,0.0,0.0,0.0,10.0,1921.0,0.0,831.0,444.0,4.0,10.0,0.0,0.0,570.0,174.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,9.0,0.0,0.0,61.0,33.0,0.0,0.0,0.0,49.0,18.0,131.0,0.0,1302.0,644.0,0.0,5.0,0.0,5.0,0.0,0.0,85.0,128.0,0.0,338.0,0.0,36.0,27.0,10.0,9.0,16.0,572.0,164.0,7.0,244.0,21.0,0.0
2017-10-01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,61.0,0.0,14.0,0.0,0.0,0.0,14.0,227.0,165.0,457.0,603.0,5.0,28.0,13.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,45.0,16.0,9.0,6.0,29.0,4.0,21.0,4.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,49.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,61.0,103.0,0.0,1320.0,0.0,10.0,22.0,18.0,19.0,8.0,135.0,19.0,8.0,516.0,30.0,0.0
2017-10-08,8.0,15.0,0.0,0.0,411.0,310.0,0.0,7.0,221.0,109.0,0.0,52.0,0.0,0.0,0.0,0.0,1088.0,13.0,239.0,863.0,135.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,13.0,13.0,5.0,28.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,16.0,0.0,0.0,0.0,12.0,25.0,8.0,496.0,0.0,8.0,5.0,4.0,6.0,0.0,0.0,100.0,142.0,0.0,1159.0,0.0,0.0,0.0,8.0,17.0,9.0,0.0,82.0,18.0,11.0,25.0,5.0
2017-10-15,0.0,7.0,0.0,0.0,0.0,6.0,189.0,343.0,32.0,44.0,0.0,12.0,0.0,0.0,0.0,2224.0,765.0,100.0,775.0,418.0,12.0,0.0,11.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,95.0,9.0,10.0,7.0,109.0,0.0,7.0,37.0,0.0,150.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,1.0,0.0,0.0,0.0,3.0,12.0,16.0,527.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,129.0,194.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,56.0,0.0,9.0,36.0,15.0
2017-10-22,0.0,0.0,8.0,0.0,6.0,750.0,872.0,567.0,0.0,91.0,0.0,17.0,0.0,6.0,0.0,583.0,1051.0,17.0,324.0,243.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,7.0,0.0,0.0,233.0,54.0,0.0,5.0,98.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,162.0,0.0,3.0,84.0,19.0,0.0,0.0,0.0,36.0,6.0,135.0,25.0,294.0,0.0,240.0,0.0,0.0,6.0,0.0,0.0,101.0,194.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,23.0,210.0,0.0,0.0,0.0,7.0,0.0
2017-10-29,6.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,120.0,91.0,117.0,37.0,0.0,9.0,5.0,272.0,885.0,24.0,160.0,24.0,24.0,32.0,0.0,0.0,1030.0,11.0,3.0,0.0,0.0,0.0,36.0,0.0,6.0,9.0,41.0,8.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,55.0,0.0,7.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0,79.0,244.0,0.0,285.0,0.0,10.0,6.0,23.0,18.0,69.0,138.0,7.0,15.0,27.0,47.0,0.0
2017-11-05,0.0,6.0,8.0,0.0,0.0,0.0,150.0,0.0,5.0,75.0,10.0,39.0,19.0,15.0,0.0,343.0,710.0,5.0,604.0,452.0,0.0,7.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,32.0,13.0,23.0,30.0,52.0,0.0,16.0,28.0,0.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,8.0,7.0,22.0,354.0,31.0,139.0,0.0,0.0,72.0,129.0,0.0,312.0,0.0,0.0,5.0,9.0,7.0,20.0,24.0,174.0,0.0,16.0,0.0,0.0
2017-11-12,7.0,6.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,132.0,245.0,39.0,17.0,27.0,6.0,192.0,314.0,133.0,119.0,260.0,0.0,23.0,0.0,0.0,250.0,4.0,57.0,6.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,0.0,11.0,24.0,0.0,42.0,0.0,0.0,24.0,11.0,0.0,3.0,0.0,15.0,11.0,5.0,0.0,0.0,16.0,66.0,0.0,13.0,8.0,0.0,41.0,354.0,537.0,0.0,0.0,66.0,151.0,0.0,61.0,0.0,16.0,27.0,28.0,26.0,38.0,50.0,48.0,0.0,17.0,11.0,7.0
2017-11-19,6.0,7.0,0.0,0.0,22.0,150.0,4.0,0.0,13.0,52.0,33.0,12.0,14.0,41.0,5.0,22.0,955.0,156.0,368.0,238.0,0.0,11.0,13.0,5.0,4.0,5.0,6.0,0.0,0.0,35.0,11.0,29.0,11.0,0.0,0.0,0.0,4.0,17.0,0.0,5.0,11.0,0.0,0.0,5.0,7.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,9.0,39.0,13.0,29.0,0.0,6.0,18.0,19.0,110.0,67.0,0.0,57.0,212.0,0.0,0.0,0.0,0.0,264.0,11.0,6.0,11.0,10.0,0.0,0.0,21.0,9.0,0.0
2017-11-26,6.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,59.0,0.0,31.0,53.0,0.0,5.0,53.0,190.0,100.0,54.0,16.0,0.0,8.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,19.0,0.0,36.0,26.0,14.0,10.0,0.0,35.0,16.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,77.0,10.0,73.0,22.0,0.0,0.0,0.0,38.0,384.0,0.0,24.0,215.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,16.0,19.0,89.0,0.0,19.0,32.0,19.0
2017-12-03,0.0,13.0,0.0,0.0,14.0,5.0,8.0,12.0,8.0,36.0,147.0,22.0,169.0,11.0,24.0,145.0,138.0,0.0,20.0,16.0,21.0,0.0,8.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,29.0,8.0,0.0,6.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,16.0,0.0,7.0,13.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,34.0,0.0,14.0,25.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,12.0,13.0,40.0
2017-12-10,7.0,0.0,0.0,0.0,5.0,10.0,0.0,7.0,128.0,63.0,17.0,36.0,0.0,15.0,113.0,80.0,590.0,6.0,189.0,309.0,5.0,12.0,0.0,0.0,0.0,18.0,0.0,7.0,0.0,5.0,95.0,7.0,6.0,17.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,5.0,6.0,8.0,0.0,0.0,16.0,152.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,43.0,5.0,0.0,337.0,0.0,5.0,0.0,17.0,20.0,6.0,0.0,133.0,0.0,74.0,12.0,28.0
2017-12-17,0.0,8.0,130.0,0.0,0.0,1250.0,2050.0,6.0,100.0,94.0,5.0,10.0,13.0,440.0,3.0,63.0,380.0,14.0,873.0,30.0,7.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,126.0,31.0,4.0,5.0,80.0,8.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,112.0,0.0,7.0,74.0,108.0,27.0,15.0,0.0,9.0,0.0,0.0,9.0,9.0,7.0,0.0,32.0,4.0,0.0,27.0,0.0,27.0,0.0,22.0,16.0,16.0,0.0,0.0,0.0,12.0,21.0,0.0
2017-12-24,7.0,0.0,0.0,0.0,0.0,806.0,957.0,1110.0,0.0,36.0,67.0,95.0,0.0,506.0,16.0,96.0,476.0,0.0,47.0,20.0,32.0,0.0,0.0,6.0,5.0,42.0,22.0,0.0,0.0,0.0,3.0,22.0,23.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,32.0,0.0,0.0,0.0,16.0,0.0,10.0,0.0,15.0,0.0,44.0,7.0,12.0,30.0,46.0,9.0,159.0,0.0,0.0,0.0,13.0,4.0,0.0,19.0,16.0,0.0,10.0,0.0,0.0,9.0,139.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,36.0
2017-12-31,0.0,6.0,0.0,0.0,0.0,450.0,0.0,800.0,0.0,14.0,5.0,0.0,4.0,54.0,0.0,10.0,162.0,0.0,111.0,152.0,8.0,0.0,0.0,0.0,26.0,28.0,4.0,0.0,0.0,6.0,4.0,172.0,0.0,7.0,9.0,0.0,13.0,0.0,0.0,0.0,51.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,25.0,6.0,28.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,12.0,0.0,13.0,19.0,0.0
2018-01-07,0.0,0.0,76.0,0.0,0.0,261.0,132.0,591.0,19.0,29.0,0.0,4.0,6.0,29.0,0.0,51.0,2600.0,0.0,624.0,501.0,0.0,0.0,0.0,21.0,18.0,4.0,29.0,0.0,0.0,0.0,4.0,13.0,5.0,0.0,13.0,0.0,19.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,0.0,57.0,7.0,0.0,9.0,11.0,0.0,4.0,0.0,0.0,6.0,7.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,45.0,0.0,31.0,13.0,0.0
2018-01-14,0.0,0.0,88.0,0.0,507.0,113.0,950.0,1506.0,255.0,38.0,7.0,28.0,0.0,180.0,13.0,46.0,1045.0,27.0,632.0,307.0,13.0,9.0,0.0,9.0,0.0,24.0,73.0,10.0,10.0,4.0,4.0,27.0,5.0,21.0,10.0,0.0,58.0,11.0,0.0,223.0,25.0,189.0,19.0,6.0,120.0,0.0,32.0,21.0,120.0,0.0,14.0,0.0,6.0,6.0,0.0,7.0,139.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,23.0,0.0,0.0,16.0,7.0,9.0,14.0,0.0,62.0,19.0,38.0
2018-01-21,0.0,0.0,22.0,0.0,14.0,6.0,567.0,535.0,157.0,224.0,7.0,56.0,0.0,512.0,0.0,74.0,1424.0,277.0,1052.0,1114.0,19.0,0.0,0.0,0.0,4.0,26.0,46.0,0.0,10.0,52.0,85.0,56.0,21.0,35.0,24.0,22.0,51.0,0.0,0.0,699.0,20.0,160.0,304.0,280.0,179.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,11.0,11.0,0.0,10.0,7.0,42.0,15.0,0.0,29.0,11.0,0.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,0.0,39.0,23.0,54.0
2018-01-28,0.0,0.0,58.0,0.0,7.0,365.0,267.0,243.0,18.0,78.0,7.0,33.0,6.0,51.0,0.0,49.0,1581.0,54.0,356.0,584.0,7.0,13.0,13.0,0.0,5.0,8.0,14.0,0.0,0.0,0.0,45.0,22.0,6.0,31.0,30.0,7.0,94.0,30.0,0.0,575.0,34.0,666.0,214.0,119.0,120.0,5.0,19.0,0.0,6.0,12.0,0.0,0.0,31.0,4.0,12.0,24.0,0.0,0.0,5.0,0.0,19.0,6.0,0.0,50.0,48.0,0.0,0.0,0.0,8.0,0.0,14.0,8.0,23.0,0.0,0.0,0.0,36.0,22.0,60.0
2018-02-04,0.0,13.0,39.0,10.0,18.0,111.0,300.0,430.0,10.0,51.0,18.0,40.0,0.0,19.0,6.0,43.0,760.0,167.0,546.0,166.0,14.0,0.0,0.0,0.0,5.0,132.0,19.0,0.0,0.0,16.0,0.0,17.0,0.0,10.0,36.0,0.0,95.0,8.0,0.0,455.0,0.0,210.0,5.0,304.0,8.0,25.0,4.0,27.0,95.0,0.0,156.0,0.0,0.0,7.0,5.0,26.0,21.0,0.0,8.0,0.0,14.0,11.0,0.0,12.0,25.0,0.0,0.0,0.0,27.0,0.0,128.0,24.0,0.0,0.0,29.0,0.0,34.0,6.0,6.0
2018-02-11,0.0,0.0,621.0,24.0,0.0,515.0,1007.0,0.0,184.0,30.0,0.0,55.0,0.0,6.0,0.0,52.0,1061.0,4.0,118.0,465.0,120.0,0.0,0.0,8.0,0.0,34.0,9.0,0.0,0.0,18.0,46.0,7.0,11.0,7.0,46.0,0.0,60.0,27.0,0.0,933.0,0.0,69.0,724.0,887.0,289.0,338.0,30.0,18.0,25.0,0.0,32.0,36.0,12.0,17.0,5.0,50.0,0.0,0.0,52.0,0.0,4.0,6.0,0.0,24.0,7.0,0.0,0.0,0.0,30.0,11.0,126.0,23.0,9.0,21.0,42.0,0.0,14.0,21.0,26.0
2018-02-18,0.0,0.0,738.0,73.0,0.0,800.0,2801.0,0.0,240.0,67.0,7.0,24.0,39.0,10.0,0.0,46.0,1479.0,321.0,427.0,389.0,0.0,49.0,2.0,28.0,8.0,18.0,36.0,0.0,0.0,29.0,56.0,36.0,0.0,0.0,45.0,0.0,61.0,49.0,0.0,0.0,0.0,11.0,0.0,359.0,171.0,0.0,23.0,22.0,15.0,0.0,14.0,13.0,169.0,25.0,11.0,88.0,18.0,7.0,23.0,6.0,0.0,4.0,0.0,47.0,43.0,0.0,300.0,0.0,0.0,0.0,24.0,0.0,15.0,0.0,3.0,0.0,4.0,43.0,0.0
