ts,Awdal - Baki,Awdal - Borama,Awdal - Lughaye,Awdal - Zeylac,Bakool - Ceel Barde,Bakool - Rab Dhuure,Bakool - Tayeeglow,Bakool - Waajid,Bakool - Xudur,Banadir - Banadir,Bari - Bandarbeyla,Bari - Bossaso,Bari - Caluula,Bari - Iskushuban,Bari - Qandala,Bari - Qardho,Bay - Baidoa,Bay - Buur Hakaba,Bay - Diinsoor,Bay - Qansax Dheere,Galgaduud - Cabudwaaq,Galgaduud - Cadaado,Galgaduud - Dhuusamarreeb,Gedo - Baardheere,Gedo - Belet Xaawo,Gedo - Ceel Waaq,Gedo - Doolow,Gedo - Garbahaarey,Gedo - Luuq,Hiraan - Belet Weyne,Hiraan - Bulo Burto,Hiraan - Jalalaqsi,Lower Juba - Afmadow,Lower Juba - Badhaadhe,Lower Juba - Jamaame,Lower Juba - Kismayo,Lower Shabelle - Afgooye,Lower Shabelle - Baraawe,Lower Shabelle - Kurtunwaarey,Lower Shabelle - Marka,Lower Shabelle - Qoryooley,Lower Shabelle - Sablaale,Lower Shabelle - Wanla Weyn,Middle Juba - Bu'aale,Middle Juba - Jilib,Middle Juba - Saakow,Middle Shabelle - Balcad,Middle Shabelle - Cadale,Middle Shabelle - Jowhar,Mudug - Gaalkacyo,Mudug - Galdogob,Mudug - Hobyo,Mudug - Jariiban,Mudug - Xarardheere,Nugaal - Burtinle,Nugaal - Eyl,Nugaal - Garoowe,Nugaal - Qardho,Sanaag - Badhan,Sanaag - Ceel Afweyn,Sanaag - Ceerigaabo,Sanaag - Dhahar,Sanaag - Laasqoray,Sanaag - Lasqoray,Sool - Caynabo,Sool - Laas Caanood,Sool - Taleex,Sool - Xudun,Togdheer - Burco,Togdheer - Buuhoodle,Togdheer - Owdweyne,Togdheer - Sheikh,Woqooyi Galbeed - Berbera,Woqooyi Galbeed - Gebiley,Woqooyi Galbeed - Hargeysa
2018-02-18,38.0,40.0,406.0,334.0,0.0,800.0,1500.0,0.0,0.0,759.0,0.0,61.0,0.0,27.0,0.0,228.0,4006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,45.0,29.0,42.0,13.0,0.0,0.0,49.0,0.0,0.0,137.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,38.0,0.0,0.0,6.0,183.0,0.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,67.0,0.0,192.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,43.0,66.0
2018-02-25,105.0,53.0,27.0,35.0,0.0,0.0,0.0,600.0,0.0,377.0,0.0,63.0,0.0,0.0,0.0,80.0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,12.0,0.0,17.0,17.0,11.0,264.0,0.0,0.0,97.0,0.0,0.0,108.0,178.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,162.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,234.0,0.0,0.0,30.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,15.0,97.0
2018-03-04,0.0,48.0,21.0,21.0,0.0,0.0,800.0,0.0,0.0,1159.0,0.0,0.0,0.0,0.0,0.0,182.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,25.0,7.0,26.0,21.0,0.0,0.0,17.0,0.0,0.0,54.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,155.0,0.0,14.0,27.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,45.0,0.0,213.0,0.0,0.0,126.0,0.0,0.0,0.0,11.0,0.0,0.0,18.0,22.0,132.0
2018-03-11,19.0,50.0,8.0,280.0,0.0,1000.0,1100.0,800.0,0.0,1387.0,0.0,14.0,8.0,0.0,0.0,187.0,3523.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,0.0,0.0,10.0,61.0,0.0,0.0,0.0,114.0,0.0,0.0,178.0,77.0,0.0,188.0,10.0,112.0,0.0,7.0,0.0,0.0,42.0,0.0,0.0,0.0,123.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,51.0,0.0,10.0,0.0,31.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,27.0,39.0,81.0
2018-03-18,130.0,329.0,387.0,12.0,0.0,1100.0,1100.0,300.0,0.0,7180.0,0.0,14.0,29.0,10.0,0.0,196.0,2735.0,0.0,0.0,0.0,0.0,5.0,10.0,153.0,0.0,0.0,25.0,56.0,6.0,118.0,0.0,0.0,57.0,0.0,0.0,97.0,33.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,170.0,0.0,0.0,278.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,95.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,61.0,92.0
2018-03-25,135.0,67.0,126.0,0.0,0.0,800.0,800.0,700.0,100.0,25159.0,0.0,0.0,0.0,8.0,0.0,154.0,2166.0,0.0,0.0,0.0,0.0,96.0,0.0,12.0,0.0,0.0,0.0,39.0,26.0,0.0,0.0,0.0,81.0,0.0,5.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,227.0,0.0,4.0,236.0,0.0,0.0,86.0,0.0,0.0,0.0,22.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,57.0,136.0
2018-04-01,0.0,45.0,32.0,0.0,0.0,0.0,400.0,1200.0,540.0,98.0,283.0,35.0,8.0,6.0,14.0,59.0,2173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0,6.0,126.0,0.0,0.0,7.0,0.0,0.0,107.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,98.0
2018-04-08,0.0,49.0,8.0,0.0,330.0,300.0,0.0,1270.0,506.0,491.0,0.0,29.0,0.0,7.0,0.0,642.0,3428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,40.0,81.0,0.0,0.0,55.0,0.0,0.0,126.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,99.0,12.0,18.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,129.0
2018-04-15,0.0,39.0,8.0,6.0,261.0,0.0,0.0,0.0,444.0,1042.0,0.0,12.0,0.0,360.0,0.0,547.0,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,55.0,0.0,0.0,81.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,154.0,23.0,41.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,21.0,0.0,158.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,40.0,103.0
2018-04-22,0.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,7.0,0.0,0.0,0.0,207.0,716.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,144.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,86.0,51.0,0.0,8.0,6.0,6.0,0.0,0.0,12.0,41.0,123.0
2018-04-29,8.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,312.0,0.0,30.0,0.0,11.0,0.0,678.0,327.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,13.0,22.0,0.0,0.0,0.0,20.0,45.0,94.0
2018-05-06,0.0,30.0,0.0,0.0,0.0,121.0,120.0,774.0,0.0,24.0,4.0,5.0,0.0,0.0,0.0,301.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,0.0,27.0,34.0,0.0,16.0,0.0,0.0,0.0,0.0,17.0,39.0,38.0
2018-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,316.0,0.0,32.0,0.0,0.0,0.0,191.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,21.0,0.0,10.0,40.0,48.0
2018-05-20,0.0,17.0,0.0,0.0,0.0,400.0,0.0,305.0,0.0,38.0,0.0,6.0,0.0,0.0,136.0,81.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,9.0,0.0,1058.0,0.0,0.0,0.0,0.0,9.0,79.0,0.0,0.0,196.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,50.0
2018-05-27,0.0,0.0,0.0,0.0,0.0,400.0,0.0,1100.0,0.0,0.0,0.0,806.0,0.0,0.0,0.0,240.0,981.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,10.0,11.0,630.0,0.0,0.0,0.0,0.0,31.0,53.0,0.0,34.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,40.0,0.0,0.0,0.0,5.0,50.0,101.0
2018-06-03,0.0,0.0,0.0,0.0,100.0,0.0,0.0,550.0,0.0,14.0,0.0,86.0,0.0,0.0,58.0,110.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,7.0,0.0,268.0,0.0,0.0,0.0,0.0,143.0,0.0,5.0,72.0,0.0,0.0,8.0,0.0,22.0,0.0,0.0,34.0,0.0,0.0,0.0,13.0,33.0,62.0
2018-06-10,0.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,500.0,414.0,0.0,61.0,0.0,0.0,0.0,393.0,621.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,153.0,34.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,25.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,36.0,92.0
2018-06-17,0.0,0.0,0.0,0.0,154.0,0.0,100.0,720.0,416.0,444.0,0.0,50.0,0.0,0.0,0.0,156.0,1390.0,0.0,0.0,0.0,0.0,31.0,0.0,9.0,0.0,0.0,0.0,23.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,118.0,0.0,4.0,0.0,0.0,0.0,12.0,21.0,0.0,42.0,17.0,0.0,0.0,7.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,0.0,25.0,35.0
2018-06-24,85.0,47.0,45.0,0.0,189.0,0.0,550.0,0.0,0.0,245.0,0.0,115.0,54.0,0.0,72.0,202.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,4.0,80.0,733.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,45.0,153.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,30.0,45.0,52.0
2018-07-01,72.0,0.0,205.0,0.0,300.0,300.0,700.0,300.0,354.0,435.0,0.0,0.0,61.0,5.0,19.0,170.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1831.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,168.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,24.0
2018-07-08,0.0,0.0,21.0,0.0,100.0,400.0,300.0,850.0,0.0,637.0,9.0,81.0,4.0,4.0,0.0,180.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,43.0,0.0,0.0,30.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.0,0.0,586.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,48.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,24.0
2018-07-15,167.0,0.0,0.0,0.0,309.0,550.0,500.0,1000.0,430.0,187.0,0.0,101.0,5.0,5.0,223.0,280.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,52.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,585.0,0.0,0.0,65.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,6.0,37.0,25.0
2018-07-22,0.0,0.0,1812.0,380.0,109.0,0.0,0.0,300.0,0.0,16.0,4.0,37.0,59.0,10.0,0.0,154.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,21.0,0.0,372.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,4.0,11.0,41.0
2018-07-29,0.0,7.0,0.0,70.0,159.0,0.0,0.0,0.0,138.0,80.0,38.0,14.0,120.0,74.0,0.0,147.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,77.0,6.0,0.0,0.0,11.0,258.0,7.0,0.0,139.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,26.0,50.0
2018-08-05,0.0,0.0,0.0,105.0,100.0,0.0,0.0,0.0,123.0,337.0,17.0,41.0,0.0,0.0,47.0,71.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,20.0,0.0,0.0,149.0,27.0,34.0,0.0,0.0,42.0,0.0,10.0,0.0,0.0,13.0,51.0
2018-08-12,0.0,0.0,0.0,8.0,0.0,0.0,300.0,0.0,0.0,154.0,0.0,43.0,0.0,4.0,44.0,176.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,29.0,33.0,124.0,0.0,0.0,0.0,18.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,915.0,9.0,0.0,11.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,77.0,0.0,0.0,140.0,55.0,0.0,0.0,0.0,38.0,11.0,25.0,0.0,0.0,16.0,45.0
2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,11.0,0.0,24.0,0.0,130.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,35.0,18.0,63.0,0.0,0.0,14.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,9.0,0.0,0.0,0.0,520.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,51.0,0.0,0.0,29.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,16.0,19.0
2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,5.0,0.0,124.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,9.0,31.0,31.0,0.0,23.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,380.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,28.0,0.0,0.0,0.0,15.0,5.0,40.0
2018-09-02,0.0,29.0,148.0,42.0,0.0,0.0,0.0,0.0,109.0,30.0,18.0,39.0,0.0,44.0,0.0,36.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,9.0,0.0,16.0,0.0,0.0,38.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,18.0,0.0,0.0,0.0,351.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,36.0,49.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,58.0
2018-09-09,0.0,8.0,18.0,0.0,583.0,0.0,500.0,450.0,361.0,14.0,0.0,12.0,0.0,0.0,0.0,151.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,20.0,12.0,22.0,0.0,0.0,0.0,20.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,0.0,0.0,0.0,102.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,0.0,0.0,0.0,9.0,32.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,77.0
2018-09-16,0.0,0.0,70.0,0.0,0.0,0.0,300.0,0.0,0.0,29.0,16.0,17.0,0.0,0.0,0.0,207.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,47.0,28.0,39.0,63.0,0.0,31.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,175.0,5.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,10.0,0.0,172.0,20.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,11.0,78.0
2018-09-23,0.0,0.0,74.0,0.0,0.0,0.0,0.0,400.0,0.0,22.0,41.0,171.0,0.0,28.0,0.0,93.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,81.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,157.0,5.0,0.0,249.0,0.0,0.0,0.0,8.0,0.0,10.0,47.0,60.0,0.0,0.0,9.0,21.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,10.0,90.0
2018-09-30,148.0,9.0,26.0,57.0,226.0,0.0,0.0,0.0,0.0,609.0,8.0,0.0,112.0,7.0,98.0,134.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,27.0,65.0,0.0,0.0,70.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,6.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,100.0,11.0,6.0,0.0,0.0,9.0,84.0
2018-10-07,193.0,158.0,0.0,0.0,0.0,0.0,800.0,0.0,234.0,528.0,0.0,0.0,0.0,0.0,0.0,237.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,138.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,44.0,0.0,35.0,90.0,0.0,0.0,9.0,15.0,51.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,4.0,53.0
2018-10-14,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,14.0,36.0,0.0,0.0,84.0,146.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,5.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,156.0,6.0,0.0,498.0,0.0,0.0,0.0,0.0,10.0,0.0,41.0,56.0,0.0,0.0,56.0,12.0,47.0,0.0,0.0,148.0,22.0,10.0,0.0,0.0,0.0,78.0
2018-10-21,13.0,80.0,39.0,0.0,258.0,300.0,300.0,500.0,0.0,273.0,18.0,105.0,11.0,0.0,65.0,537.0,390.0,0.0,0.0,0.0,550.0,0.0,730.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,41.0,0.0,0.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,447.0,76.0,0.0,1062.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,53.0,0.0,0.0,0.0,17.0,16.0,0.0,0.0,110.0,29.0,19.0,0.0,0.0,17.0,80.0
2018-10-28,0.0,93.0,73.0,102.0,0.0,7.0,500.0,300.0,0.0,483.0,22.0,174.0,287.0,11.0,7.0,166.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,50.0,0.0,0.0,0.0,45.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,205.0,98.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,44.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,78.0,0.0,0.0,120.0,0.0,0.0,39.0
2018-11-04,157.0,4.0,130.0,0.0,0.0,126.0,500.0,703.0,0.0,237.0,2.0,122.0,6.0,15.0,0.0,403.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,231.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,65.0,17.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,9.0,91.0
2018-11-11,122.0,53.0,91.0,0.0,209.0,537.0,300.0,310.0,0.0,333.0,0.0,286.0,17.0,13.0,0.0,138.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,12.0,100.0,36.0,5.0,0.0,58.0,0.0,0.0,222.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,59.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,63.0
2018-11-18,0.0,0.0,125.0,0.0,0.0,350.0,0.0,700.0,350.0,52.0,21.0,4.0,0.0,2.0,78.0,266.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,0.0,0.0,20.0,0.0,0.0,52.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,188.0,33.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,61.0,10.0,4.0,0.0,0.0,7.0,0.0,23.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,27.0
2018-11-25,323.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,17.0,60.0,0.0,21.0,77.0,163.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,0.0,1200.0,0.0,30.0,0.0,4.0,61.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,136.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,9.0,636.0,0.0,0.0,0.0,21.0
2018-12-02,35.0,51.0,0.0,0.0,0.0,2139.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,367.0,66.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,77.0,0.0,0.0,26.0,0.0,0.0,9.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,97.0,25.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,6.0,66.0
