region,year,week,SMN,SMT,VCI,TCI,VHI
Shabeellaha Hoose,1984,39,0.141,299.43,25.49,53.9,39.7
Shabeellaha Hoose,1984,40,0.144,299.55,26.29,48.3,37.3
Shabeellaha Hoose,1984,41,0.147,299.2,26.81,48.99,37.9
Shabeellaha Hoose,1984,42,0.157,299.09,28.71,48.97,38.84
Shabeellaha Hoose,1984,43,0.171,298.89,31.19,50.13,40.66
Shabeellaha Hoose,1984,44,0.192,298.78,35.6,50.99,43.3
Shabeellaha Hoose,1984,45,0.214,298.46,40.21,55.42,47.82
Shabeellaha Hoose,1984,46,0.236,298.54,45.21,57.18,51.19
Shabeellaha Hoose,1984,47,0.253,298.78,48.96,57.75,53.35
Shabeellaha Hoose,1984,48,0.265,299.07,51.19,58.74,54.97
Shabeellaha Hoose,1984,49,0.271,299.43,52.47,60.22,56.35
Shabeellaha Hoose,1985,9,0.118,308.75,16.88,45.08,30.98
Shabeellaha Hoose,1985,10,0.116,308.22,17.94,46.79,32.37
Shabeellaha Hoose,1985,11,0.114,306.55,18.5,56.29,37.4
Shabeellaha Hoose,1985,12,0.115,304.71,20,64.97,42.48
Shabeellaha Hoose,1985,13,0.121,302.86,23.71,71.91,47.81
Shabeellaha Hoose,1985,14,0.135,301.25,31.42,75.26,53.34
Shabeellaha Hoose,1985,15,0.158,299.83,41.05,75.48,58.26
Shabeellaha Hoose,1985,16,0.192,298.55,53.6,74.72,64.16
Shabeellaha Hoose,1985,17,0.229,297.55,65.47,72.65,69.06
Shabeellaha Hoose,1985,18,0.261,296.89,72.68,69.23,70.96
Shabeellaha Hoose,1985,19,0.286,296.6,75.54,65.01,70.27
Shabeellaha Hoose,1985,20,0.3,296.32,75.22,62.35,68.78
Shabeellaha Hoose,1985,21,0.306,295.95,73.44,59.79,66.61
Shabeellaha Hoose,1985,22,0.305,296.09,71.85,52.1,61.97
Shabeellaha Hoose,1985,23,0.3,296.61,70.79,41.53,56.16
Shabeellaha Hoose,1985,24,0.287,296.76,67.51,36.44,51.98
Shabeellaha Hoose,1985,25,0.272,296.86,63.85,32.24,48.04
Shabeellaha Hoose,1985,26,0.255,297.1,60.25,28.41,44.33
Shabeellaha Hoose,1985,27,0.237,297.12,55.73,28.51,42.12
Shabeellaha Hoose,1985,28,0.216,296.86,48.36,33.02,40.69
Shabeellaha Hoose,1985,29,0.197,296.79,41.27,37.82,39.55
Shabeellaha Hoose,1985,30,0.184,296.89,36.75,40.73,38.74
Shabeellaha Hoose,1985,31,0.174,297.2,34.23,41.77,38
Shabeellaha Hoose,1985,32,0.167,297.68,32.34,42.15,37.25
Shabeellaha Hoose,1985,33,0.164,298.41,32.21,40.83,36.52
Shabeellaha Hoose,1985,34,0.162,299.26,32.67,38.26,35.46
Shabeellaha Hoose,1985,35,0.161,299.95,33.21,36.65,34.93
Shabeellaha Hoose,1985,36,0.162,300.49,34.83,35.16,35
Shabeellaha Hoose,1985,37,0.167,300.81,37.33,35.42,36.38
Shabeellaha Hoose,1985,38,0.172,300.9,39.8,37.6,38.7
Shabeellaha Hoose,1985,39,0.179,300.75,42.94,38.91,40.92
Shabeellaha Hoose,1985,40,0.186,300.23,46.33,40.97,43.65
Shabeellaha Hoose,1985,41,0.194,299.54,49.61,45.48,47.54
Shabeellaha Hoose,1985,42,0.206,299.13,51.93,48.39,50.16
Shabeellaha Hoose,1985,43,0.22,298.83,53.09,50.34,51.71
Shabeellaha Hoose,1985,44,0.238,298.83,54.89,50.14,52.52
Shabeellaha Hoose,1985,45,0.253,299.16,55.9,48.94,52.42
Shabeellaha Hoose,1985,46,0.264,299.8,56.13,46.53,51.33
Shabeellaha Hoose,1985,47,0.27,300.46,55.53,44.63,50.08
Shabeellaha Hoose,1985,48,0.271,301.4,54.14,41.56,47.85
Shabeellaha Hoose,1985,49,0.27,302.78,52.83,36.71,44.77
Shabeellaha Hoose,1985,50,0.264,304.22,51.01,31.62,41.32
Shabeellaha Hoose,1985,51,0.251,305.45,47.41,28.21,37.81
Shabeellaha Hoose,1985,52,0.233,306.3,42.44,26.83,34.64
Shabeellaha Hoose,1986,1,0.209,306.93,37.11,27.68,32.4
Shabeellaha Hoose,1986,2,0.185,307.48,30.52,29.21,29.87
Shabeellaha Hoose,1986,3,0.166,307.89,24.96,32.09,28.53
Shabeellaha Hoose,1986,4,0.15,308.36,20.91,34.02,27.47
Shabeellaha Hoose,1986,5,0.138,308.9,18.28,35.07,26.67
Shabeellaha Hoose,1986,6,0.127,309.28,15.78,36.53,26.15
Shabeellaha Hoose,1986,7,0.117,309.31,13.87,39.39,26.63
Shabeellaha Hoose,1986,8,0.106,308.62,12.11,45.61,28.86
Shabeellaha Hoose,1986,9,0.098,308.06,11.02,49.99,30.51
Shabeellaha Hoose,1986,10,0.093,307.39,10.28,52.37,31.33
Shabeellaha Hoose,1986,11,0.091,306.39,9.98,56.6,33.29
Shabeellaha Hoose,1986,12,0.093,305.49,10.83,58.58,34.71
Shabeellaha Hoose,1986,13,0.101,304.07,13.4,62.95,38.17
Shabeellaha Hoose,1986,14,0.11,302.08,17.81,69.29,43.55
Shabeellaha Hoose,1986,15,0.126,299.97,24.21,73.25,48.73
Shabeellaha Hoose,1986,16,0.152,298.16,34.4,76.53,55.47
Shabeellaha Hoose,1986,17,0.188,296.94,47.18,76.71,61.95
Shabeellaha Hoose,1986,18,0.232,296.21,60.5,75.09,67.8
Shabeellaha Hoose,1986,19,0.271,295.79,69.75,73.25,71.5
Shabeellaha Hoose,1986,20,0.298,295.43,74.58,71.9,73.24
Shabeellaha Hoose,1986,21,0.312,294.75,75.76,72.82,74.29
Shabeellaha Hoose,1986,22,0.314,294.14,74.87,73.15,74.01
Shabeellaha Hoose,1986,23,0.305,293.3,71.88,76.13,74
Shabeellaha Hoose,1986,24,0.295,293.03,68.68,75.67,72.17
Shabeellaha Hoose,1986,25,0.284,293.14,66.02,70.78,68.4
Shabeellaha Hoose,1986,26,0.274,293.39,64.58,66.49,65.53
Shabeellaha Hoose,1986,27,0.262,293.87,63.04,61.58,62.31
Shabeellaha Hoose,1986,28,0.255,294.75,62.28,55.39,58.84
Shabeellaha Hoose,1986,29,0.248,295.91,60.79,47.39,54.09
Shabeellaha Hoose,1986,30,0.237,296.87,58.21,40.88,49.55
Shabeellaha Hoose,1986,31,0.226,297.58,55.71,37.45,46.58
Shabeellaha Hoose,1986,32,0.22,298.46,54.92,33.43,44.17
Shabeellaha Hoose,1986,33,0.211,299.14,52.83,32.43,42.63
Shabeellaha Hoose,1986,34,0.203,299.85,50.34,30.86,40.6
Shabeellaha Hoose,1986,35,0.191,300.05,46.47,34.32,40.4
Shabeellaha Hoose,1986,36,0.18,300.26,43.41,36.96,40.19
Shabeellaha Hoose,1986,37,0.173,300.71,40.93,36.02,38.48
Shabeellaha Hoose,1986,38,0.167,301.08,37.89,34.93,36.41
Shabeellaha Hoose,1986,39,0.161,301.34,34.83,31.75,33.29
Shabeellaha Hoose,1986,40,0.16,301.71,33.09,23.79,28.44
Shabeellaha Hoose,1986,41,0.158,301.91,30.87,19.72,25.29
Shabeellaha Hoose,1986,42,0.156,302.19,27.3,18.28,22.79
Shabeellaha Hoose,1986,43,0.154,302.43,22.79,17.02,19.91
Shabeellaha Hoose,1986,44,0.151,302.29,18.58,20.42,19.5
Shabeellaha Hoose,1986,45,0.151,302.33,16.04,23.33,19.69
Shabeellaha Hoose,1986,46,0.152,302.58,14.4,25.79,20.09
Shabeellaha Hoose,1986,47,0.151,302.79,13.23,28.25,20.74
Shabeellaha Hoose,1986,48,0.151,303.1,12.38,29.9,21.14
Shabeellaha Hoose,1986,49,0.152,303.51,11.9,31.88,21.89
Shabeellaha Hoose,1986,50,0.154,304.5,12.35,29.69,21.02
Shabeellaha Hoose,1986,51,0.154,305.63,12.46,26.81,19.63
Shabeellaha Hoose,1986,52,0.152,306.65,12.3,24.31,18.31
Shabeellaha Hoose,1987,1,0.148,307.53,12.33,23.45,17.89
Shabeellaha Hoose,1987,2,0.144,308.32,12.07,23.54,17.81
Shabeellaha Hoose,1987,3,0.139,309.13,11.79,23.71,17.75
Shabeellaha Hoose,1987,4,0.134,309.63,11.23,25.24,18.24
Shabeellaha Hoose,1987,5,0.127,309.83,10.22,28.72,19.47
Shabeellaha Hoose,1987,6,0.121,310.22,9.6,30.09,19.84
Shabeellaha Hoose,1987,7,0.115,310.42,9.14,31.78,20.46
Shabeellaha Hoose,1987,8,0.109,310.35,8.99,33.31,21.15
Shabeellaha Hoose,1987,9,0.104,310.18,9.02,34,21.51
Shabeellaha Hoose,1987,10,0.101,310.14,9.31,30.28,19.8
Shabeellaha Hoose,1987,11,0.1,310.13,9.83,25.66,17.75
Shabeellaha Hoose,1987,12,0.098,309.45,9.33,25.38,17.35
Shabeellaha Hoose,1987,13,0.098,308.76,9.09,23.04,16.06
Shabeellaha Hoose,1987,14,0.101,307.95,9.7,19.31,14.5
Shabeellaha Hoose,1987,15,0.106,306.86,10.9,16.31,13.6
Shabeellaha Hoose,1987,16,0.115,305.34,13.31,16.42,14.86
Shabeellaha Hoose,1987,17,0.127,303.17,16.46,20.73,18.59
Shabeellaha Hoose,1987,18,0.15,301.27,22.43,25.45,23.94
Shabeellaha Hoose,1987,19,0.184,299.8,31.72,30.17,30.95
Shabeellaha Hoose,1987,20,0.219,298.38,41.43,38.62,40.02
Shabeellaha Hoose,1987,21,0.253,297.56,51.61,40.47,46.04
Shabeellaha Hoose,1987,22,0.277,297.01,60.65,40.66,50.65
Shabeellaha Hoose,1987,23,0.294,297.03,69.07,35.73,52.4
Shabeellaha Hoose,1987,24,0.303,297.13,74.98,31.33,53.15
Shabeellaha Hoose,1987,25,0.308,297.02,79.16,29.53,54.34
Shabeellaha Hoose,1987,26,0.309,297.19,82.75,26.89,54.82
Shabeellaha Hoose,1987,27,0.309,297.63,85.89,22.78,54.33
Shabeellaha Hoose,1987,28,0.308,298.28,87.4,18.34,52.87
Shabeellaha Hoose,1987,29,0.302,298.74,86.26,17.04,51.65
Shabeellaha Hoose,1987,30,0.294,299,84.56,18.41,51.49
Shabeellaha Hoose,1987,31,0.289,299.34,84.41,19.38,51.89
Shabeellaha Hoose,1987,32,0.285,299.58,84.33,22.19,53.26
Shabeellaha Hoose,1987,33,0.281,299.57,83.69,28.71,56.2
Shabeellaha Hoose,1987,34,0.282,299.53,83.9,36.1,60
Shabeellaha Hoose,1987,35,0.28,299.37,84.14,44.22,64.18
Shabeellaha Hoose,1987,36,0.277,299.44,84.97,48.07,66.52
Shabeellaha Hoose,1987,37,0.273,299.46,85.35,51.89,68.62
Shabeellaha Hoose,1987,38,0.265,299.3,84.24,57.19,70.71
Shabeellaha Hoose,1987,39,0.259,299.16,82.65,58,70.33
Shabeellaha Hoose,1987,40,0.254,299.13,80.62,53.79,67.2
Shabeellaha Hoose,1987,41,0.248,298.93,76.51,52.31,64.41
Shabeellaha Hoose,1987,42,0.243,298.47,69.56,55.32,62.44
Shabeellaha Hoose,1987,43,0.245,298.31,63.9,55.71,59.8
Shabeellaha Hoose,1987,44,0.253,298.55,60.6,53.01,56.8
Shabeellaha Hoose,1987,45,0.26,298.89,57.86,51.29,54.57
Shabeellaha Hoose,1987,46,0.265,299.21,56,51.18,53.59
Shabeellaha Hoose,1987,47,0.272,299.9,55.71,48.73,52.22
Shabeellaha Hoose,1987,48,0.273,300.77,54.28,45.83,50.06
Shabeellaha Hoose,1987,49,0.269,301.88,51.96,42.65,47.3
Shabeellaha Hoose,1987,50,0.259,303,49,39.48,44.24
Shabeellaha Hoose,1987,51,0.246,303.77,44.93,38.95,41.94
Shabeellaha Hoose,1987,52,0.231,304.61,41.25,37.44,39.34
Shabeellaha Hoose,1988,1,0.215,305.25,38.23,38.02,38.12
Shabeellaha Hoose,1988,2,0.197,305.65,33.25,40.58,36.91
Shabeellaha Hoose,1988,3,0.182,306.09,29.23,43.66,36.45
Shabeellaha Hoose,1988,4,0.173,306.73,27.45,45.34,36.4
Shabeellaha Hoose,1988,5,0.163,307.04,25.39,49.01,37.2
Shabeellaha Hoose,1988,6,0.152,307.03,22.82,54.88,38.85
Shabeellaha Hoose,1988,7,0.142,306.75,21.48,62.11,41.79
Shabeellaha Hoose,1988,8,0.134,306.06,21.12,69.75,45.44
Shabeellaha Hoose,1988,9,0.128,305.25,20.9,75.75,48.33
Shabeellaha Hoose,1988,10,0.125,305.14,21.8,73.36,47.58
Shabeellaha Hoose,1988,11,0.124,304.96,23.59,70.31,46.95
Shabeellaha Hoose,1988,12,0.126,304.2,26.28,69.91,48.1
Shabeellaha Hoose,1988,13,0.133,303.2,31.19,69.86,50.52
Shabeellaha Hoose,1988,14,0.143,301.65,36.62,71.38,54
Shabeellaha Hoose,1988,15,0.16,300.06,41.97,71.42,56.69
Shabeellaha Hoose,1988,16,0.189,298.68,51.81,71.72,61.76
Shabeellaha Hoose,1988,17,0.228,298.06,64.3,66.9,65.6
Shabeellaha Hoose,1988,18,0.262,297.87,71.89,59.06,65.48
Shabeellaha Hoose,1988,19,0.285,297.77,74.35,52.02,63.19
Shabeellaha Hoose,1988,20,0.297,297.66,73.49,46.74,60.11
Shabeellaha Hoose,1988,21,0.301,297.02,71.25,46.82,59.03
Shabeellaha Hoose,1988,22,0.304,296.58,71.32,45.96,58.64
Shabeellaha Hoose,1988,23,0.303,296.65,72.04,40.62,56.33
Shabeellaha Hoose,1988,24,0.296,296.35,70.95,41.04,55.99
Shabeellaha Hoose,1988,25,0.294,295.93,72.03,42.81,57.42
Shabeellaha Hoose,1988,26,0.291,295.71,73.66,44.17,58.92
Shabeellaha Hoose,1988,27,0.286,295.48,74.35,47.34,60.84
Shabeellaha Hoose,1988,28,0.278,295.16,73.16,53.44,63.3
Shabeellaha Hoose,1988,29,0.27,295.02,71.32,59.31,65.32
Shabeellaha Hoose,1988,30,0.262,295.41,69.93,59.09,64.51
Shabeellaha Hoose,1988,31,0.252,295.97,67.89,57.27,62.58
Shabeellaha Hoose,1988,32,0.242,296.71,65.09,55.09,60.09
Shabeellaha Hoose,1988,33,0.233,297.69,62.98,50.83,56.91
Shabeellaha Hoose,1988,34,0.225,298.67,60.68,46.1,53.39
Shabeellaha Hoose,1988,35,0.219,299.38,59.5,44.03,51.77
Shabeellaha Hoose,1988,36,0.206,299.57,55.51,46.14,50.82
Shabeellaha Hoose,1988,37,0.191,299.54,49.75,50.38,50.07
Shabeellaha Hoose,1988,38,0.183,299.82,46,50.46,48.23
Shabeellaha Hoose,1988,39,0.173,299.87,41.26,49.05,45.15
Shabeellaha Hoose,1988,40,0.165,299.86,36.65,44.4,40.52
Shabeellaha Hoose,1988,41,0.172,300.33,39.15,36.84,37.99
Shabeellaha Hoose,1988,42,0.174,300.23,37.5,37.06,37.28
Shabeellaha Hoose,1988,43,0.182,299.91,36.54,39.85,38.19
Shabeellaha Hoose,1988,44,0.197,299.69,38.54,42.53,40.54
Shabeellaha Hoose,1988,45,0.218,299.75,42.58,44.26,43.42
Shabeellaha Hoose,1988,46,0.236,300.23,45.84,43.63,44.74
Shabeellaha Hoose,1988,47,0.244,300.82,46.68,42.57,44.63
Shabeellaha Hoose,1988,48,0.245,301.33,45.1,42.7,43.9
Shabeellaha Hoose,1988,49,0.24,302,42.41,42.67,42.54
Shabeellaha Hoose,1988,50,0.235,302.7,40.49,42.13,41.31
Shabeellaha Hoose,1988,51,0.229,303.51,38.83,41.24,40.04
Shabeellaha Hoose,1988,52,0.22,304.58,36.8,38.08,37.44
Shabeellaha Hoose,1989,1,0.208,305.55,35.02,36.51,35.77
Shabeellaha Hoose,1989,2,0.196,306.57,32.46,35,33.73
Shabeellaha Hoose,1989,3,0.183,307.38,28.98,35.35,32.16
Shabeellaha Hoose,1989,4,0.172,308.21,26.31,35.07,30.69
Shabeellaha Hoose,1989,5,0.164,309.16,24.83,33.61,29.22
Shabeellaha Hoose,1989,6,0.158,310.1,24.34,31.03,27.69
Shabeellaha Hoose,1989,7,0.152,310.93,24.62,27.58,26.1
Shabeellaha Hoose,1989,8,0.145,311.29,25.14,25.48,25.31
Shabeellaha Hoose,1989,9,0.138,311.19,25.25,25.39,25.32
Shabeellaha Hoose,1989,10,0.131,311.06,24.98,22.61,23.79
Shabeellaha Hoose,1989,11,0.127,310.28,25.24,24.57,24.9
Shabeellaha Hoose,1989,12,0.123,308.99,25.16,29.63,27.4
Shabeellaha Hoose,1989,13,0.123,307.84,26.1,31.72,28.91
Shabeellaha Hoose,1989,14,0.127,306.78,28.18,30.29,29.24
Shabeellaha Hoose,1989,15,0.135,305.43,29.07,29.11,29.09
Shabeellaha Hoose,1989,16,0.149,303.83,31.75,29.79,30.77
Shabeellaha Hoose,1989,17,0.167,302.21,35.98,30.09,33.03
Shabeellaha Hoose,1989,18,0.19,300.78,41.02,30.82,35.92
Shabeellaha Hoose,1989,19,0.214,299.9,45,29.84,37.42
Shabeellaha Hoose,1989,20,0.231,299.18,46.97,29.59,38.28
Shabeellaha Hoose,1989,21,0.238,298.46,46.23,30.45,38.34
Shabeellaha Hoose,1989,22,0.24,298.16,45.89,28.56,37.22
Shabeellaha Hoose,1989,23,0.234,297.89,44.54,27.51,36.03
Shabeellaha Hoose,1989,24,0.222,297.29,41.8,30.73,36.27
Shabeellaha Hoose,1989,25,0.208,296.76,38.43,33.28,35.86
Shabeellaha Hoose,1989,26,0.191,296.39,34.09,35.79,34.94
Shabeellaha Hoose,1989,27,0.172,296.06,28.55,39.45,34
Shabeellaha Hoose,1989,28,0.154,295.73,21.79,45.07,33.43
Shabeellaha Hoose,1989,29,0.139,295.55,16.25,50.79,33.52
Shabeellaha Hoose,1989,30,0.129,295.77,13.24,52.05,32.64
Shabeellaha Hoose,1989,31,0.122,296.46,11.89,48.13,30.01
Shabeellaha Hoose,1989,32,0.117,297.24,10.96,44.91,27.94
Shabeellaha Hoose,1989,33,0.111,297.88,10.12,44.18,27.15
Shabeellaha Hoose,1989,34,0.106,298.44,9.78,44.86,27.32
Shabeellaha Hoose,1989,35,0.105,299.02,10.45,44.83,27.64
Shabeellaha Hoose,1989,36,0.103,299.29,10.62,47.11,28.86
Shabeellaha Hoose,1989,37,0.103,299.42,10.46,50.86,30.66
Shabeellaha Hoose,1989,38,0.106,299.69,11.56,51.9,31.73
Shabeellaha Hoose,1989,39,0.11,299.56,13.69,53.22,33.45
Shabeellaha Hoose,1989,40,0.119,299.24,17.89,52.91,35.4
Shabeellaha Hoose,1989,41,0.132,298.88,23.93,53.47,38.7
Shabeellaha Hoose,1989,42,0.148,298.34,28.86,57.36,43.11
Shabeellaha Hoose,1989,43,0.169,297.85,33,60.89,46.94
Shabeellaha Hoose,1989,44,0.191,297.49,37.38,63.45,50.42
Shabeellaha Hoose,1989,45,0.213,296.87,41.34,69.43,55.38
Shabeellaha Hoose,1989,46,0.238,296.25,46.69,75.36,61.03
Shabeellaha Hoose,1989,47,0.268,296.28,54.62,75.94,65.28
Shabeellaha Hoose,1989,48,0.296,296.83,61.99,74.17,68.08
Shabeellaha Hoose,1989,49,0.316,297.49,67.54,72.92,70.23
Shabeellaha Hoose,1989,50,0.326,298.41,71.31,69.96,70.63
Shabeellaha Hoose,1989,51,0.328,299.3,72.49,68.17,70.33
Shabeellaha Hoose,1989,52,0.322,300.55,71.86,63.37,67.62
Shabeellaha Hoose,1990,1,0.31,302.03,72.16,58.55,65.35
Shabeellaha Hoose,1990,2,0.294,303.08,67.85,57.16,62.5
Shabeellaha Hoose,1990,3,0.276,304.13,62.17,56.64,59.41
Shabeellaha Hoose,1990,4,0.26,305.22,57.28,55.77,56.53
Shabeellaha Hoose,1990,5,0.243,305.93,52.93,56.88,54.9
Shabeellaha Hoose,1990,6,0.222,305.96,47.22,62.7,54.96
Shabeellaha Hoose,1990,7,0.203,305.58,43.02,70.88,56.95
Shabeellaha Hoose,1990,8,0.19,305.29,41.61,75.72,58.67
Shabeellaha Hoose,1990,9,0.177,304.73,39.9,81.22,60.56
Shabeellaha Hoose,1990,10,0.167,303.82,39.25,85.84,62.55
Shabeellaha Hoose,1990,11,0.166,303.01,42.4,87.91,65.15
Shabeellaha Hoose,1990,12,0.17,301.98,48.22,90.19,69.2
Shabeellaha Hoose,1990,13,0.18,301.03,57.3,90.26,73.78
Shabeellaha Hoose,1990,14,0.198,300.1,68.43,87.62,78.03
Shabeellaha Hoose,1990,15,0.224,299.17,77,81.69,79.35
Shabeellaha Hoose,1990,16,0.248,298.7,81.87,73.9,77.88
Shabeellaha Hoose,1990,17,0.266,298.43,82.15,64.58,73.37
Shabeellaha Hoose,1990,18,0.274,297.88,78.15,59.01,68.58
Shabeellaha Hoose,1990,19,0.273,297.39,70.66,55.69,63.17
Shabeellaha Hoose,1990,20,0.267,297.25,61.85,50.85,56.35
Shabeellaha Hoose,1990,21,0.257,297.37,53.61,42.47,48.04
Shabeellaha Hoose,1990,22,0.244,297.36,47.03,37.42,42.22
Shabeellaha Hoose,1990,23,0.228,297.19,41.42,35.19,38.31
Shabeellaha Hoose,1990,24,0.209,297.05,35.58,33.85,34.72
Shabeellaha Hoose,1990,25,0.188,296.86,29.48,32.91,31.19
Shabeellaha Hoose,1990,26,0.17,296.88,25.06,31.27,28.16
Shabeellaha Hoose,1990,27,0.154,296.59,20.5,34.22,27.36
Shabeellaha Hoose,1990,28,0.144,296.59,17.63,36.28,26.95
Shabeellaha Hoose,1990,29,0.139,297.1,16.06,34.46,25.26
Shabeellaha Hoose,1990,30,0.134,297.58,15.24,32.81,24.02
Shabeellaha Hoose,1990,31,0.13,297.79,14.69,34.75,24.72
Shabeellaha Hoose,1990,32,0.125,297.96,13.97,38.37,26.17
Shabeellaha Hoose,1990,33,0.121,298.38,13.58,39.93,26.76
Shabeellaha Hoose,1990,34,0.118,298.84,13.64,41.04,27.34
Shabeellaha Hoose,1990,35,0.115,299.03,13.8,44.99,29.39
Shabeellaha Hoose,1990,36,0.116,299.36,15.05,46.64,30.84
Shabeellaha Hoose,1990,37,0.118,299.95,15.74,43.93,29.83
Shabeellaha Hoose,1990,38,0.121,300.33,16.66,43.29,29.98
Shabeellaha Hoose,1990,39,0.126,300.34,19.37,42.97,31.17
Shabeellaha Hoose,1990,40,0.132,299.59,21.64,47.98,34.81
Shabeellaha Hoose,1990,41,0.145,298.9,27.14,52.53,39.84
Shabeellaha Hoose,1990,42,0.166,298.51,34.49,54.84,44.67
Shabeellaha Hoose,1990,43,0.193,298.02,41.75,58.53,50.14
Shabeellaha Hoose,1990,44,0.219,297.82,47.19,59.9,53.54
Shabeellaha Hoose,1990,45,0.239,298.24,50.15,57.58,53.86
Shabeellaha Hoose,1990,46,0.248,298.65,49.74,56.71,53.22
Shabeellaha Hoose,1990,47,0.25,298.85,48.18,57.52,52.85
Shabeellaha Hoose,1990,48,0.252,299.02,47.04,59.27,53.16
Shabeellaha Hoose,1990,49,0.255,299.78,46.95,58.05,52.5
Shabeellaha Hoose,1990,50,0.259,301.12,48.29,52.72,50.51
Shabeellaha Hoose,1990,51,0.26,302.69,49.11,46.66,47.89
Shabeellaha Hoose,1990,52,0.257,304.42,49.28,39.18,44.23
Shabeellaha Hoose,1991,1,0.25,305.98,50.2,33.79,41.99
Shabeellaha Hoose,1991,2,0.238,307.33,47.47,30.2,38.84
Shabeellaha Hoose,1991,3,0.225,308.5,43.95,28.04,35.99
Shabeellaha Hoose,1991,4,0.212,309.23,40.23,28.03,34.13
Shabeellaha Hoose,1991,5,0.199,309.84,37.32,28.57,32.94
Shabeellaha Hoose,1991,6,0.188,310.44,35.08,28.21,31.65
Shabeellaha Hoose,1991,7,0.175,310.78,33.05,28.5,30.78
Shabeellaha Hoose,1991,8,0.165,311,32.6,27.68,30.14
Shabeellaha Hoose,1991,9,0.157,311.04,32.44,26.58,29.51
Shabeellaha Hoose,1991,10,0.148,310.65,31.42,25.94,28.68
Shabeellaha Hoose,1991,11,0.14,309.96,30.99,27.3,29.15
Shabeellaha Hoose,1991,12,0.135,308.89,30.13,30.35,30.24
Shabeellaha Hoose,1991,13,0.131,307.39,28.97,35,31.99
Shabeellaha Hoose,1991,14,0.129,305.72,27.67,38.72,33.19
Shabeellaha Hoose,1991,15,0.133,304.03,26.32,40.21,33.27
Shabeellaha Hoose,1991,16,0.142,302.42,26.99,41.34,34.16
Shabeellaha Hoose,1991,17,0.152,300.71,28.32,43.26,35.79
Shabeellaha Hoose,1991,18,0.168,299.26,30.6,45.35,37.98
Shabeellaha Hoose,1991,19,0.184,297.71,32.07,52.87,42.47
Shabeellaha Hoose,1991,20,0.198,296.4,32.98,61.27,47.13
Shabeellaha Hoose,1991,21,0.208,295.43,33.2,65.35,49.27
Shabeellaha Hoose,1991,22,0.209,294.74,32.67,66.79,49.73
Shabeellaha Hoose,1991,23,0.211,294.42,33.92,64.58,49.25
Shabeellaha Hoose,1991,24,0.209,294.36,34.91,61.88,48.39
Shabeellaha Hoose,1991,25,0.201,294.34,34.55,59.19,46.87
Shabeellaha Hoose,1991,26,0.191,294.38,33.15,57.47,45.31
Shabeellaha Hoose,1991,27,0.177,294.1,30.2,60.76,45.48
Shabeellaha Hoose,1991,28,0.163,293.88,25.3,65.95,45.62
Shabeellaha Hoose,1991,29,0.148,293.74,19.68,72.09,45.88
Shabeellaha Hoose,1991,30,0.134,293.78,14.97,75.8,45.38
Shabeellaha Hoose,1991,31,0.126,294.18,12.73,75.18,43.96
Shabeellaha Hoose,1991,32,0.121,294.77,11.91,74.19,43.05
Shabeellaha Hoose,1991,33,0.117,295.68,11.49,70.58,41.04
Shabeellaha Hoose,1991,34,0.114,296.74,11.34,64.26,37.8
Shabeellaha Hoose,1991,35,0.109,297.61,10.58,60.04,35.31
Shabeellaha Hoose,1991,36,0.11,298.88,11.92,50.75,31.34
Shabeellaha Hoose,1991,37,0.113,300.1,13.08,41.69,27.39
Shabeellaha Hoose,1991,38,0.115,301.19,13.45,32.59,23.02
Shabeellaha Hoose,1991,39,0.115,301.7,13.22,26.65,19.94
Shabeellaha Hoose,1991,40,0.115,301.6,12.87,24.55,18.71
Shabeellaha Hoose,1991,41,0.117,301.17,12.87,27.34,20.11
Shabeellaha Hoose,1991,42,0.121,300.59,12.79,33.66,23.22
Shabeellaha Hoose,1991,43,0.13,300.18,13.95,37.68,25.82
Shabeellaha Hoose,1991,44,0.146,300.11,17.39,39.18,28.29
Shabeellaha Hoose,1991,45,0.162,300.34,20.89,39.67,30.28
Shabeellaha Hoose,1991,46,0.174,300.88,23.06,39.01,31.03
Shabeellaha Hoose,1991,47,0.182,301.4,24.43,38.69,31.56
Shabeellaha Hoose,1991,48,0.189,302.13,25.65,37.35,31.5
Shabeellaha Hoose,1991,49,0.196,303.27,27.14,34.27,30.71
Shabeellaha Hoose,1991,50,0.197,304.69,27.6,29.16,28.38
Shabeellaha Hoose,1991,51,0.193,305.82,26.45,26.11,26.28
Shabeellaha Hoose,1991,52,0.184,306.36,23.91,26.54,25.23
Shabeellaha Hoose,1992,1,0.168,306.63,20.48,29.44,24.96
Shabeellaha Hoose,1992,2,0.152,306.92,15.91,32.64,24.28
Shabeellaha Hoose,1992,3,0.137,307.09,11.86,37.29,24.57
Shabeellaha Hoose,1992,4,0.128,307.38,9.88,40.97,25.43
Shabeellaha Hoose,1992,5,0.123,307.97,9.77,42.45,26.11
Shabeellaha Hoose,1992,6,0.118,308.73,9.58,42,25.79
Shabeellaha Hoose,1992,7,0.114,309.41,10.09,40.61,25.35
Shabeellaha Hoose,1992,8,0.11,309.41,10.87,42.09,26.48
Shabeellaha Hoose,1992,9,0.106,309.15,11.48,43.81,27.65
Shabeellaha Hoose,1992,10,0.104,308.97,12.32,41.06,26.69
Shabeellaha Hoose,1992,11,0.103,308.59,12.51,39.21,25.86
