region,year,week,SMN,SMT,VCI,TCI,VHI
Awdal,1982,1,0.043,303.14,26.29,56.43,41.36
Awdal,1982,2,0.041,302.79,26.13,57.76,41.94
Awdal,1982,3,0.042,302.66,31.05,58.43,44.74
Awdal,1982,4,0.047,302.78,38.28,57.98,48.13
Awdal,1982,5,0.05,302.77,41.17,57.78,49.47
Awdal,1982,6,0.051,302.81,44.01,58.98,51.49
Awdal,1982,7,0.052,302.6,46.27,59.51,52.89
Awdal,1982,8,0.053,302.72,48.85,59.95,54.4
Awdal,1982,9,0.058,303.36,51.01,60.64,55.83
Awdal,1982,10,0.063,304.16,54.02,58.05,56.03
Awdal,1982,11,0.066,304.32,53.82,56.87,55.34
Awdal,1982,12,0.065,303.37,50.92,57.38,54.15
Awdal,1982,13,0.064,301.7,48.27,62.69,55.48
Awdal,1982,14,0.066,301.28,49.94,67.01,58.48
Awdal,1982,15,0.073,301.48,55.97,67.63,61.8
Awdal,1982,16,0.084,302.27,64.58,67.47,66.03
Awdal,1982,17,0.092,303,66.13,66.72,66.43
Awdal,1982,18,0.097,303.73,66.78,64.25,65.51
Awdal,1982,19,0.099,304.28,66.86,62.16,64.51
Awdal,1982,20,0.098,304.63,64.83,61.44,63.13
Awdal,1982,21,0.095,305.7,64.32,59.29,61.8
Awdal,1982,22,0.09,307.11,64.55,57.29,60.92
Awdal,1982,23,0.081,308.31,63.79,54.86,59.32
Awdal,1982,24,0.07,308.96,59.01,54.53,56.77
Awdal,1982,25,0.06,309.09,56.49,53.75,55.12
Awdal,1982,26,0.053,309.01,56.57,50.36,53.46
Awdal,1982,27,0.047,309.23,57.28,42.92,50.1
Awdal,1982,28,0.043,309.49,57.98,34.6,46.29
Awdal,1982,29,0.039,309.19,55.83,32.54,44.18
Awdal,1982,30,0.034,308.13,51.95,35.5,43.73
Awdal,1982,31,0.032,307.36,49.21,38.08,43.65
Awdal,1982,32,0.033,307.24,48.27,39.64,43.96
Awdal,1982,33,0.033,306.9,47,42.83,44.92
Awdal,1982,34,0.035,306.67,46.78,44.84,45.81
Awdal,1982,35,0.038,307.4,48.07,43.53,45.8
Awdal,1982,36,0.04,307.94,47.94,44.27,46.11
Awdal,1982,37,0.042,307.64,45.51,50.73,48.12
Awdal,1982,38,0.043,306.88,42.95,60.07,51.51
Awdal,1982,39,0.046,305.78,42.35,69.61,55.98
Awdal,1982,40,0.052,305.78,47,72.01,59.5
Awdal,1982,41,0.059,305.68,51.61,72.41,62.01
Awdal,1982,42,0.065,305.28,53.48,71.09,62.29
Awdal,1982,43,0.07,304.51,56.78,70.97,63.87
Awdal,1982,44,0.074,304.2,59.21,67.41,63.31
Awdal,1982,45,0.079,303.98,60.68,66.57,63.63
Awdal,1982,46,0.083,302.99,61.72,71.04,66.38
Awdal,1982,47,0.085,302.19,61.39,74.4,67.9
Awdal,1982,48,0.088,302.45,61.52,66.66,64.09
Awdal,1982,49,0.089,302.34,60.48,65.76,63.12
Awdal,1982,50,0.089,301.76,60.6,76.06,68.33
Awdal,1982,51,0.09,301.3,62.46,81.14,71.8
Awdal,1982,52,0.092,301.3,66.34,77.31,71.83
Awdal,1983,1,0.092,301.33,69.99,73.15,71.57
Awdal,1983,2,0.088,300.95,68.7,74.79,71.75
Awdal,1983,3,0.077,300.21,61.6,79.86,70.73
Awdal,1983,4,0.061,299.05,44.87,88.91,66.89
Awdal,1983,5,0.051,298.38,34.59,92.02,63.3
Awdal,1983,6,0.049,298.24,33.34,92.86,63.1
Awdal,1983,7,0.051,298.27,37.86,88.75,63.3
Awdal,1983,8,0.058,298.85,45.61,85.03,65.32
Awdal,1983,9,0.063,299.46,47.97,85,66.48
Awdal,1983,10,0.065,299.82,47.98,83.1,65.54
Awdal,1983,11,0.066,300.22,46.94,78.76,62.85
Awdal,1983,12,0.068,300.31,46.64,72.24,59.44
Awdal,1983,13,0.071,300.56,49.05,68.61,58.83
Awdal,1983,14,0.077,300.74,55.22,71.1,63.16
Awdal,1983,15,0.088,301.3,66.49,70.35,68.42
Awdal,1983,16,0.103,302.31,78.95,68.59,73.77
Awdal,1983,17,0.118,303.4,85.55,65.35,75.45
Awdal,1983,18,0.127,304.26,87.14,61.77,74.46
Awdal,1983,19,0.13,304.82,87.08,59.14,73.11
Awdal,1983,20,0.129,305.14,85.23,58.72,71.97
Awdal,1983,21,0.126,305.92,84.88,58.06,71.47
Awdal,1983,22,0.116,306.6,82.93,59.63,71.28
Awdal,1983,23,0.104,307.22,81.25,61,71.12
Awdal,1983,24,0.095,308.08,81.35,60.04,70.7
Awdal,1983,25,0.083,308.4,80.71,58.38,69.54
Awdal,1983,26,0.071,308.17,78.83,56.21,67.52
Awdal,1983,27,0.061,307.89,76.45,51.95,64.2
Awdal,1983,28,0.054,307.95,74.54,44.08,59.31
Awdal,1983,29,0.049,308.03,72.96,37.5,55.23
Awdal,1983,30,0.043,307.54,66.64,35.57,51.11
Awdal,1983,31,0.037,306.71,57.49,36.89,47.19
Awdal,1983,32,0.035,306.02,52.52,39.69,46.1
Awdal,1983,33,0.036,306.02,51.5,41.93,46.71
Awdal,1983,34,0.038,306.36,51.7,43.31,47.51
Awdal,1983,35,0.04,306.79,51.74,45.45,48.6
Awdal,1983,36,0.042,307.02,51.03,49.24,50.14
Awdal,1983,37,0.047,307.67,53.25,51.3,52.28
Awdal,1983,38,0.049,307.61,52.23,57.32,54.77
Awdal,1983,39,0.05,307.06,49.59,65.1,57.34
Awdal,1983,40,0.054,306.8,50.23,69.47,59.85
Awdal,1983,41,0.058,306.77,52.89,68.41,60.65
Awdal,1983,42,0.062,306.47,52.81,65.12,58.96
Awdal,1983,43,0.065,306.01,53.36,61.82,57.59
Awdal,1983,44,0.067,305.64,52.22,58,55.11
Awdal,1983,45,0.068,305.38,49.83,56.52,53.17
Awdal,1983,46,0.069,305.09,47.3,55.23,51.27
Awdal,1983,47,0.069,304.89,44.96,53.35,49.16
Awdal,1983,48,0.068,304.56,42.34,50.68,46.51
Awdal,1983,49,0.065,304.27,39.63,51.23,45.43
Awdal,1983,50,0.062,303.99,37.58,57.61,47.59
Awdal,1983,51,0.06,303.83,37.15,58.95,48.05
Awdal,1983,52,0.059,303.94,38.39,55.02,46.71
Awdal,1984,1,0.058,303.96,39.33,50.55,44.94
Awdal,1984,2,0.057,304.09,41.06,48.22,44.64
Awdal,1984,3,0.057,304.53,44.84,44.33,44.58
Awdal,1984,4,0.06,305.36,48.81,38.6,43.71
Awdal,1984,5,0.062,306.17,50.83,33.34,42.08
Awdal,1984,6,0.062,306.59,53.25,32.84,43.04
Awdal,1984,7,0.064,307.46,57.74,28.83,43.28
Awdal,1984,8,0.066,308.22,60.65,27.15,43.9
Awdal,1984,9,0.065,308.97,59.38,28.08,43.73
Awdal,1984,10,0.061,309.09,53.75,31.23,42.49
Awdal,1984,11,0.056,309.09,46.75,32.96,39.86
Awdal,1984,12,0.053,308.93,42.06,31.33,36.69
Awdal,1984,13,0.05,308.27,37.49,33.45,35.47
Awdal,1984,14,0.048,308.26,32.83,35.42,34.13
Awdal,1984,15,0.045,308.47,28.35,33.16,30.75
Awdal,1984,16,0.044,307.71,24.65,36.58,30.62
Awdal,1984,17,0.042,306.03,20.96,43.74,32.35
Awdal,1984,18,0.039,303.68,16.49,51.67,34.08
Awdal,1984,19,0.037,301.14,14.25,56.95,35.6
Awdal,1984,20,0.037,299.98,14.02,59.57,36.79
Awdal,1984,21,0.035,299.88,13.72,63.77,38.74
Awdal,1984,22,0.034,301.29,13.72,69.25,41.48
Awdal,1984,23,0.031,303,13.33,72.55,42.94
Awdal,1984,24,0.028,304.67,13.05,73.55,43.3
Awdal,1984,25,0.025,305.22,13.67,74.84,44.26
Awdal,1984,26,0.022,305.24,15.1,73.38,44.24
Awdal,1984,27,0.021,306.57,18.15,58.4,38.28
Awdal,1984,28,0.02,307.86,21.3,41.59,31.45
Awdal,1984,29,0.018,308.21,22.95,34.04,28.49
Awdal,1984,30,0.018,308.32,25.23,29.26,27.24
Awdal,1984,31,0.018,307.75,27.51,30.03,28.77
Awdal,1984,32,0.018,308.04,28.97,28.72,28.85
Awdal,1984,33,0.019,309.05,28.73,25.92,27.33
Awdal,1984,34,0.02,308.76,28.14,30.44,29.29
Awdal,1984,35,0.022,308.12,27.89,37.28,32.59
Awdal,1984,36,0.024,307.4,27.51,45.11,36.31
Awdal,1984,37,0.027,307.28,27.04,51.69,39.37
Awdal,1984,38,0.032,307.58,29.43,56.27,42.85
Awdal,1984,39,0.038,307.65,33.89,60.23,47.06
Awdal,1984,40,0.043,307.64,37.38,62.8,50.09
Awdal,1984,41,0.045,307.26,35.81,64.26,50.03
Awdal,1984,42,0.046,306.8,32,62.27,47.13
Awdal,1984,43,0.047,306.23,29.53,60.1,44.81
Awdal,1984,44,0.046,304.54,26.72,66.22,46.47
Awdal,1984,45,0.043,304.66,20.51,62.34,41.43
Awdal,1984,46,0.041,304.14,17.61,62.9,40.25
Awdal,1984,47,0.039,303.76,15.71,62.62,39.16
Awdal,1984,48,0.037,303.38,13.9,59.45,36.67
Awdal,1984,49,0.038,304.01,15.73,53.38,34.55
Awdal,1985,9,0.094,311.69,79.44,12.33,45.89
Awdal,1985,10,0.09,311.89,75.54,15.58,45.56
Awdal,1985,11,0.085,311.4,69.47,21.48,45.48
Awdal,1985,12,0.078,310.95,61.91,23.72,42.81
Awdal,1985,13,0.07,310.34,53.93,27.2,40.57
Awdal,1985,14,0.063,309.67,46.62,32.5,39.56
Awdal,1985,15,0.06,308.96,41.51,35.4,38.46
Awdal,1985,16,0.059,308.42,39.15,38.87,39.01
Awdal,1985,17,0.062,308.17,37.96,42.17,40.06
Awdal,1985,18,0.068,308.37,40.04,42.44,41.24
Awdal,1985,19,0.074,308.86,43.55,40.88,42.21
Awdal,1985,20,0.078,309.79,45.86,35.85,40.86
Awdal,1985,21,0.078,311.1,47.71,30.56,39.13
Awdal,1985,22,0.074,312.28,47.98,26.8,37.39
Awdal,1985,23,0.067,312.54,46.62,26.22,36.42
Awdal,1985,24,0.059,312.46,44.55,27.58,36.06
Awdal,1985,25,0.051,312.63,43.47,25.16,34.32
Awdal,1985,26,0.045,312.6,44.3,21.27,32.79
Awdal,1985,27,0.038,312.25,42.86,18.24,30.55
Awdal,1985,28,0.032,311.63,38.29,17.53,27.91
Awdal,1985,29,0.027,311.12,34.62,17.67,26.15
Awdal,1985,30,0.025,311.13,33.71,15.13,24.42
Awdal,1985,31,0.023,310.87,32.2,15.23,23.71
Awdal,1985,32,0.023,310.62,30.02,16.54,23.28
Awdal,1985,33,0.024,310.8,28.51,16.79,22.65
Awdal,1985,34,0.026,311.21,29.01,16.05,22.53
Awdal,1985,35,0.03,311.85,31.26,14.26,22.76
Awdal,1985,36,0.033,311.92,32.82,16.08,24.45
Awdal,1985,37,0.037,312.3,34.86,16.5,25.68
Awdal,1985,38,0.043,313.02,38.71,14.19,26.45
Awdal,1985,39,0.048,313.47,41.8,12.05,26.92
Awdal,1985,40,0.05,313.46,41.68,11.98,26.83
Awdal,1985,41,0.051,313.2,39.21,12.11,25.66
Awdal,1985,42,0.051,312.64,34.36,13.37,23.87
Awdal,1985,43,0.05,312.25,31.99,12.37,22.18
Awdal,1985,44,0.048,311.43,28.27,13.92,21.1
Awdal,1985,45,0.047,310.83,24.33,14.22,19.27
Awdal,1985,46,0.045,310.36,21.58,13.37,17.48
Awdal,1985,47,0.042,309.56,18.93,15.03,16.98
Awdal,1985,48,0.041,309.04,17.46,14.86,16.16
Awdal,1985,49,0.039,308.39,16.22,17.79,17.01
Awdal,1985,50,0.037,307.83,15.3,22.84,19.07
Awdal,1985,51,0.036,307.68,15.45,22.38,18.91
Awdal,1985,52,0.035,307.62,16.14,20.82,18.48
Awdal,1986,1,0.032,307.12,13.48,20.27,16.88
Awdal,1986,2,0.029,306.79,13.17,21.94,17.56
Awdal,1986,3,0.025,306.77,12.63,22.5,17.57
Awdal,1986,4,0.022,306.9,10.68,23,16.84
Awdal,1986,5,0.017,306.72,7.85,25.54,16.69
Awdal,1986,6,0.013,306.68,6.53,28.76,17.65
Awdal,1986,7,0.011,305.83,6.41,35.84,21.13
Awdal,1986,8,0.009,305.12,6.58,41.94,24.26
Awdal,1986,9,0.01,305.91,7.52,42.25,24.88
Awdal,1986,10,0.012,306.04,8.29,44.68,26.49
Awdal,1986,11,0.013,305.63,8.08,47.21,27.65
Awdal,1986,12,0.016,305.05,8.34,46.55,27.44
Awdal,1986,13,0.02,303.14,8.81,51.51,30.16
Awdal,1986,14,0.025,300.3,9.8,61.82,35.81
Awdal,1986,15,0.031,298.43,13.59,67.27,40.43
Awdal,1986,16,0.039,298.62,19.25,68.75,44
Awdal,1986,17,0.047,300.74,23.23,64.38,43.81
Awdal,1986,18,0.054,302.49,25.51,59.9,42.71
Awdal,1986,19,0.06,304.6,28.43,52.34,40.39
Awdal,1986,20,0.064,306.16,30.41,47.66,39.04
Awdal,1986,21,0.064,307.29,31.75,46.13,38.94
Awdal,1986,22,0.061,309.29,32.34,40.86,36.6
Awdal,1986,23,0.055,309.64,31.01,41.91,36.46
Awdal,1986,24,0.045,309.15,25.39,48.06,36.73
Awdal,1986,25,0.036,309.11,21.29,47.71,34.5
Awdal,1986,26,0.028,308.81,17.76,44.78,31.27
Awdal,1986,27,0.022,308.59,15.01,39.24,27.12
Awdal,1986,28,0.017,308.52,12.7,32.89,22.79
Awdal,1986,29,0.014,308.48,10.57,28.07,19.32
Awdal,1986,30,0.012,308.23,8.82,25.54,17.18
Awdal,1986,31,0.011,307.51,7.65,26.69,17.17
Awdal,1986,32,0.011,307.95,7.22,25.21,16.21
Awdal,1986,33,0.012,309.41,7.61,21.14,14.37
Awdal,1986,34,0.014,310.1,8.45,20.38,14.42
Awdal,1986,35,0.017,310.6,9.02,20.63,14.83
Awdal,1986,36,0.019,310.35,9.62,25.42,17.52
Awdal,1986,37,0.023,310.24,10.75,30.52,20.63
Awdal,1986,38,0.027,310.35,12.04,34.44,23.24
Awdal,1986,39,0.03,310.39,12.98,36.91,24.95
Awdal,1986,40,0.032,310.12,12.65,40.48,26.57
Awdal,1986,41,0.034,309.86,12.57,40.39,26.48
Awdal,1986,42,0.035,309.58,10.8,37.64,24.22
Awdal,1986,43,0.034,309.14,9.39,35.66,22.53
Awdal,1986,44,0.034,308.39,8.31,35.69,22
Awdal,1986,45,0.034,308.08,7.85,34.62,21.24
Awdal,1986,46,0.032,307.71,7.01,33.79,20.4
Awdal,1986,47,0.03,307.1,6.21,34.68,20.45
Awdal,1986,48,0.03,306.55,6.66,34.25,20.46
Awdal,1986,49,0.03,306.16,8.28,35.3,21.79
Awdal,1986,50,0.031,306.22,10.31,37.16,23.73
Awdal,1986,51,0.032,306.16,11.78,36.7,24.24
Awdal,1986,52,0.032,305.95,12.6,36.02,24.31
Awdal,1987,1,0.031,305.73,11.03,33.21,22.12
Awdal,1987,2,0.03,305.69,12.88,32.73,22.8
Awdal,1987,3,0.029,305.57,14.77,34.57,24.67
Awdal,1987,4,0.028,305.02,15.64,40.72,28.18
Awdal,1987,5,0.026,304.91,15.29,42.33,28.81
Awdal,1987,6,0.022,304.78,13.24,45.49,29.37
Awdal,1987,7,0.016,302.64,9.88,59.35,34.62
Awdal,1987,8,0.012,300.2,7.36,73.94,40.65
Awdal,1987,9,0.01,298.91,5.89,82.39,44.14
Awdal,1987,10,0.01,297.95,5.39,85.65,45.52
Awdal,1987,11,0.012,296.54,6,87.29,46.65
Awdal,1987,12,0.015,293.81,6.64,89.6,48.12
Awdal,1987,13,0.019,293.02,8.7,88.16,48.43
Awdal,1987,14,0.026,296.06,12.73,81.11,46.92
Awdal,1987,15,0.035,298.19,19.04,74.24,46.64
Awdal,1987,16,0.043,299.74,24.83,69.1,46.97
Awdal,1987,17,0.048,299.7,25.81,68.61,47.21
Awdal,1987,18,0.051,299.94,25.37,63.67,44.52
Awdal,1987,19,0.051,299.22,23.36,60.71,42.03
Awdal,1987,20,0.049,298.32,20.82,63.96,42.39
Awdal,1987,21,0.047,299.27,19.56,66.44,43
Awdal,1987,22,0.046,303.43,20.78,61.8,41.29
Awdal,1987,23,0.045,306.74,23.09,55.04,39.06
Awdal,1987,24,0.042,308.46,24.67,51.57,38.12
Awdal,1987,25,0.038,307.85,25.73,58.48,42.11
Awdal,1987,26,0.034,307.79,27.33,55,41.16
Awdal,1987,27,0.029,308.93,26.76,39.89,33.33
Awdal,1987,28,0.025,309.8,25.88,27.12,26.5
Awdal,1987,29,0.021,309.97,23.42,22.07,22.75
Awdal,1987,30,0.019,309.09,21.74,24.83,23.29
Awdal,1987,31,0.018,308.96,21.19,24.18,22.68
Awdal,1987,32,0.018,309.62,20.31,20.71,20.51
Awdal,1987,33,0.019,308.77,18.28,26.14,22.21
Awdal,1987,34,0.02,308.08,16.66,31.4,24.03
Awdal,1987,35,0.021,309.12,16.68,27.71,22.2
Awdal,1987,36,0.023,308.88,16.11,30.49,23.3
Awdal,1987,37,0.024,308.72,14.4,34.85,24.63
Awdal,1987,38,0.027,308.62,13.49,39.08,26.29
Awdal,1987,39,0.029,308.27,13.82,46.43,30.12
Awdal,1987,40,0.032,308.55,14.21,49.38,31.8
Awdal,1987,41,0.033,308.63,12.65,48.92,30.78
Awdal,1987,42,0.034,308.21,11.05,48.37,29.71
Awdal,1987,43,0.035,307.46,11.75,49.13,30.44
Awdal,1987,44,0.037,307.42,12.5,43.94,28.22
Awdal,1987,45,0.037,307.51,11.98,39.82,25.9
Awdal,1987,46,0.035,305.85,11.09,48.68,29.89
Awdal,1987,47,0.035,305.5,11.18,47.96,29.57
Awdal,1987,48,0.034,305.92,11.27,39.79,25.53
Awdal,1987,49,0.032,305.12,10.96,43.79,27.38
Awdal,1987,50,0.03,304.86,10.03,49.11,29.57
Awdal,1987,51,0.029,305.01,10.19,47.12,28.66
Awdal,1987,52,0.029,304.17,11.43,51.28,31.36
Awdal,1988,1,0.029,303.4,12.35,53.32,32.83
Awdal,1988,2,0.028,303.63,14.15,49.91,32.03
Awdal,1988,3,0.029,303.82,16.57,48.47,32.52
Awdal,1988,4,0.03,304.01,18.75,48.34,33.54
Awdal,1988,5,0.029,303.94,18.51,49.4,33.96
Awdal,1988,6,0.027,303.83,17.56,52.15,34.86
Awdal,1988,7,0.026,304.15,18.68,49.79,34.23
Awdal,1988,8,0.026,304.52,21.1,49.57,35.33
Awdal,1988,9,0.027,304.75,21.95,53.47,37.71
Awdal,1988,10,0.031,305.37,24.47,52.01,38.24
Awdal,1988,11,0.035,306.67,26.83,44.5,35.67
Awdal,1988,12,0.039,308.01,28.79,34.99,31.89
Awdal,1988,13,0.04,306.3,27.81,40.81,34.31
Awdal,1988,14,0.039,304.28,23.78,50.58,37.18
Awdal,1988,15,0.039,302.7,21.87,55.3,38.59
Awdal,1988,16,0.04,302.07,21.45,57.96,39.71
Awdal,1988,17,0.044,302.77,22.01,56.71,39.36
Awdal,1988,18,0.048,304.69,22.82,49.68,36.25
Awdal,1988,19,0.049,306.94,21.57,41.53,31.55
Awdal,1988,20,0.047,308.76,19.65,35.17,27.41
Awdal,1988,21,0.041,309.35,15.57,35.89,25.73
Awdal,1988,22,0.034,308.45,11.66,46.12,28.89
Awdal,1988,23,0.028,307.14,9.06,57.12,33.09
Awdal,1988,24,0.023,306.97,7.25,62,34.62
Awdal,1988,25,0.019,306.34,6.75,65.04,35.9
Awdal,1988,26,0.015,304.01,6.18,71.85,39.01
Awdal,1988,27,0.011,301.22,6.16,76.19,41.18
Awdal,1988,28,0.009,297.92,6.81,78.63,42.72
Awdal,1988,29,0.008,294.96,7.75,79.41,43.58
Awdal,1988,30,0.008,293.72,8.79,77.69,43.24
Awdal,1988,31,0.009,293.38,9.78,76.26,43.02
Awdal,1988,32,0.008,294.51,8.94,74.47,41.71
Awdal,1988,33,0.008,297.04,7.74,70.42,39.08
Awdal,1988,34,0.01,298.69,7.74,68.4,38.07
Awdal,1988,35,0.012,299.09,8.26,69.92,39.09
Awdal,1988,36,0.015,299.05,8.96,70.78,39.87
Awdal,1988,37,0.018,299.1,9,70.92,39.96
Awdal,1988,38,0.021,299.75,9.05,69.8,39.42
Awdal,1988,39,0.024,301.13,9.46,66.39,37.93
Awdal,1988,40,0.027,302.75,10.31,64.33,37.32
Awdal,1988,41,0.032,304.57,12.66,63.65,38.15
Awdal,1988,42,0.037,306.38,13.88,56.78,35.33
Awdal,1988,43,0.042,307.92,17.59,45.08,31.34
Awdal,1988,44,0.047,308.14,23.16,38.73,30.94
Awdal,1988,45,0.052,308.22,29.38,34.83,32.11
Awdal,1988,46,0.056,309.03,34.23,24.2,29.21
Awdal,1988,47,0.058,308.94,36.08,20.11,28.1
Awdal,1988,48,0.057,308.9,35.44,16.31,25.88
Awdal,1988,49,0.056,309.04,34.44,13.73,24.08
Awdal,1988,50,0.054,308.83,33.3,15.48,24.39
Awdal,1988,51,0.05,308.13,31.06,18.85,24.96
Awdal,1988,52,0.046,307.62,29.76,20.87,25.32
Awdal,1989,1,0.043,307.42,27.7,18.09,22.9
Awdal,1989,2,0.04,307.33,26.56,18.22,22.39
Awdal,1989,3,0.037,307.31,25.52,19.4,22.46
Awdal,1989,4,0.034,307.19,23.8,22.39,23.09
Awdal,1989,5,0.033,307.26,23.96,23.53,23.75
Awdal,1989,6,0.034,307.29,25.93,26.15,26.04
Awdal,1989,7,0.034,307.31,28.18,27.88,28.03
Awdal,1989,8,0.033,307.79,29.41,27.66,28.54
Awdal,1989,9,0.032,307.48,28.41,34.1,31.25
Awdal,1989,10,0.031,305.88,26.6,44.43,35.51
Awdal,1989,11,0.031,303.66,24.37,53.71,39.04
Awdal,1989,12,0.033,301.35,23.37,57.4,40.38
Awdal,1989,13,0.037,300.42,24.97,59.4,42.19
Awdal,1989,14,0.045,300.91,30.54,61.79,46.16
Awdal,1989,15,0.056,301.93,39.64,60.17,49.91
Awdal,1989,16,0.068,303.8,48.24,55.86,52.05
Awdal,1989,17,0.08,305.26,54.32,51.84,53.08
Awdal,1989,18,0.093,306.41,61.88,48.03,54.95
Awdal,1989,19,0.103,307.13,68.67,45.02,56.85
Awdal,1989,20,0.108,308.2,73.44,40.26,56.85
Awdal,1989,21,0.108,309.98,76.25,34.71,55.48
Awdal,1989,22,0.103,311.03,77.86,33.45,55.66
Awdal,1989,23,0.095,311.04,78.01,35.94,56.98
Awdal,1989,24,0.087,311.37,77.64,35.68,56.66
Awdal,1989,25,0.079,311.68,79.18,32.82,56
Awdal,1989,26,0.071,311.28,80,31.96,55.98
Awdal,1989,27,0.063,310.92,80.28,28.83,54.55
Awdal,1989,28,0.058,310.62,80.42,25.06,52.74
Awdal,1989,29,0.053,310.57,79.07,21.48,50.28
Awdal,1989,30,0.051,310.65,78.93,18.15,48.54
Awdal,1989,31,0.05,310.94,78.5,15.54,47.02
Awdal,1989,32,0.049,311.19,76.63,14.44,45.53
Awdal,1989,33,0.05,311.42,74.19,14.33,44.26
Awdal,1989,34,0.05,311.68,71.17,14.45,42.81
Awdal,1989,35,0.05,311.56,66.76,17.01,41.89
Awdal,1989,36,0.051,311.47,64.04,19.83,41.94
Awdal,1989,37,0.053,311.68,62.18,21.54,41.86
Awdal,1989,38,0.055,311.67,60.16,24.9,42.53
Awdal,1989,39,0.056,311.63,58.73,27.06,42.9
Awdal,1989,40,0.057,311.61,56.08,27.42,41.75
Awdal,1989,41,0.057,311.35,51.99,27.43,39.71
Awdal,1989,42,0.056,311.03,45.02,25.9,35.46
Awdal,1989,43,0.055,310.7,41.22,23.89,32.56
Awdal,1989,44,0.054,310.35,36.72,21.69,29.2
Awdal,1989,45,0.051,309.57,30.19,23.56,26.88
Awdal,1989,46,0.048,308.7,25.35,26,25.68
Awdal,1989,47,0.045,307.96,21.25,27.72,24.48
Awdal,1989,48,0.039,306.87,15.29,31.54,23.42
Awdal,1989,49,0.036,306.02,12.93,36.03,24.48
Awdal,1989,50,0.035,305.53,13,42.49,27.75
Awdal,1989,51,0.035,305.09,13.78,45.65,29.72
Awdal,1989,52,0.037,305.3,17.18,40.76,28.97
Awdal,1990,1,0.04,305.68,19.96,32.36,26.16
Awdal,1990,2,0.043,305.74,26.22,30.87,28.55
Awdal,1990,3,0.048,306.15,36.18,28.38,32.28
Awdal,1990,4,0.055,306.41,44.84,28.61,36.73
Awdal,1990,5,0.058,305.89,48.24,34.41,41.32
Awdal,1990,6,0.063,304.86,53.14,44.78,48.96
Awdal,1990,7,0.069,303.69,60.52,53.2,56.86
Awdal,1990,8,0.077,303.78,68.82,54.36,61.59
Awdal,1990,9,0.088,304.87,75.95,52.16,64.06
Awdal,1990,10,0.096,305.3,80.58,51.9,66.24
Awdal,1990,11,0.103,306.2,83.94,47,65.47
Awdal,1990,12,0.106,306.95,84.81,39.62,62.21
Awdal,1990,13,0.105,307.83,84.26,34.55,59.4
Awdal,1990,14,0.102,308.34,82.56,34.73,58.65
Awdal,1990,15,0.098,308.43,79.29,34.08,56.68
Awdal,1990,16,0.098,309.22,76.46,30.32,53.39
Awdal,1990,17,0.097,310.32,70.44,24.98,47.71
Awdal,1990,18,0.093,311.14,63.48,21.4,42.44
Awdal,1990,19,0.088,311.9,59.05,19.21,39.13
Awdal,1990,20,0.083,312.4,54.74,17.96,36.35
Awdal,1990,21,0.078,313.41,52.79,15.41,34.1
Awdal,1990,22,0.072,314.26,52.27,13.88,33.08
Awdal,1990,23,0.065,313.91,50.86,16.95,33.91
Awdal,1990,24,0.061,313.98,52.55,16.34,34.45
Awdal,1990,25,0.058,314.13,56.04,13.75,34.89
Awdal,1990,26,0.053,313.61,59.17,13.71,36.44
Awdal,1990,27,0.05,312.9,63.29,13.7,38.5
Awdal,1990,28,0.047,312.02,66.51,15.19,40.85
Awdal,1990,29,0.045,311.4,68.49,15.68,42.09
Awdal,1990,30,0.044,311.12,71.33,14.6,42.97
Awdal,1990,31,0.043,310.86,71.42,15.52,43.47
Awdal,1990,32,0.042,310.67,69.21,17.04,43.13
Awdal,1990,33,0.041,310.81,65.98,17.46,41.72
Awdal,1990,34,0.041,311.15,63.2,17.32,40.26
Awdal,1990,35,0.042,311.36,60.35,18.44,39.4
Awdal,1990,36,0.043,311.37,57.93,20.95,39.44
Awdal,1990,37,0.045,311.76,56.84,21.58,39.21
Awdal,1990,38,0.047,312.06,55.81,22.87,39.34
Awdal,1990,39,0.05,312.02,55.52,24.67,40.09
Awdal,1990,40,0.054,311.92,56.79,25.52,41.15
Awdal,1990,41,0.058,311.85,58.36,23.59,40.97
Awdal,1990,42,0.061,311.76,55.98,20,37.99
Awdal,1990,43,0.062,311.69,55.08,16.23,35.66
Awdal,1990,44,0.063,311.28,51.32,14.71,33.01
Awdal,1990,45,0.062,310.72,45.46,14.8,30.13
Awdal,1990,46,0.061,310.24,40.54,14.07,27.31
Awdal,1990,47,0.06,309.91,37.54,12.11,24.82
Awdal,1990,48,0.06,309.61,35.94,10.6,23.27
Awdal,1990,49,0.06,309.29,35.11,11.21,23.16
Awdal,1990,50,0.058,309.01,34.39,12.96,23.67
Awdal,1990,51,0.056,308.8,33.79,11.93,22.86
Awdal,1990,52,0.053,308.26,32.31,14.5,23.41
Awdal,1991,1,0.048,307.68,29,14.2,21.6
Awdal,1991,2,0.045,307.31,27.99,16.81,22.4
Awdal,1991,3,0.041,306.79,27.69,22.65,25.17
Awdal,1991,4,0.039,306.42,26.93,28.02,27.47
Awdal,1991,5,0.037,306.13,26.58,31.91,29.25
Awdal,1991,6,0.035,305.26,26.31,41.12,33.71
Awdal,1991,7,0.036,304.42,29.3,47.5,38.4
Awdal,1991,8,0.039,304.03,34.17,51.48,42.83
Awdal,1991,9,0.045,304.09,38.77,55.53,47.15
Awdal,1991,10,0.053,304.58,43.86,54.93,49.39
